CovarianceID,RowI,RowJ,GridIndexI,GridIndexJ,z_i,z_j,x_i,x_j,RhoSNBAO,LambdaShrink,CorrelationLength,Covariance,Correlation,CoordinateNative,K1Compatible,AllowedForK2Scoring,ClaimBoundary
SSCOV_SHRINKAGE_SOURCE_SPLIT,2,1,2,1,0.965,0.7375,0.5722853512593028,0.4647935960751178,0.0,0.15,0.25,0.1951591645163297,0.09757958225816482,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,2,2,2,2,0.965,0.965,0.5722853512593028,0.5722853512593028,0.0,0.15,0.25,2.0000000000000004,1.0,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,2,3,2,3,0.965,1.1925,0.5722853512593028,0.6664206564248482,0.0,0.15,0.25,0.2058692490643585,0.10293462453217922,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,2,4,2,4,0.965,1.42,0.5722853512593028,0.7492942398266921,0.0,0.15,0.25,0.14778328651982772,0.07389164325991385,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,2,5,2,5,0.965,1.6475,0.5722853512593028,0.8227137721205666,0.0,0.15,0.25,0.11017486563980695,0.05508743281990346,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,2,6,2,6,0.965,1.875,0.5722853512593028,0.8881852892662213,0.0,0.15,0.25,0.08479043338930425,0.04239521669465212,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,2,7,2,8,0.965,2.33,0.5722853512593028,1.0,0.0,0.15,0.25,0.05421317064161022,0.027106585320805104,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,3,0,3,0,1.1925,0.51,0.6664206564248482,0.3416929010998006,0.0,0.15,0.25,0.08184862080137636,0.040924310400688176,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,3,1,3,1,1.1925,0.7375,0.6664206564248482,0.4647935960751178,0.0,0.15,0.25,0.1339242354900146,0.06696211774500728,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,3,2,3,2,1.1925,0.965,0.6664206564248482,0.5722853512593028,0.0,0.15,0.25,0.2058692490643585,0.10293462453217922,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,3,3,3,3,1.1925,1.1925,0.6664206564248482,0.6664206564248482,0.0,0.15,0.25,2.0000000000000004,1.0,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,3,4,3,4,1.1925,1.42,0.6664206564248482,0.7492942398266921,0.0,0.15,0.25,0.21535506714792746,0.1076775335739637,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,3,5,3,5,1.1925,1.6475,0.6664206564248482,0.8227137721205666,0.0,0.15,0.25,0.16055073714097673,0.08027536857048835,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,3,6,3,6,1.1925,1.875,0.6664206564248482,0.8881852892662213,0.0,0.15,0.25,0.12355963861722337,0.06177981930861167,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,3,7,3,8,1.1925,2.33,0.6664206564248482,1.0,0.0,0.15,0.25,0.07900136259494812,0.039500681297474055,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,4,0,4,0,1.42,0.51,0.7492942398266921,0.3416929010998006,0.0,0.15,0.25,0.05875505076215219,0.02937752538107609,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,4,1,4,1,1.42,0.7375,0.7492942398266921,0.4647935960751178,0.0,0.15,0.25,0.09613754242228979,0.04806877121114488,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,4,2,4,2,1.42,0.965,0.7492942398266921,0.5722853512593028,0.0,0.15,0.25,0.14778328651982772,0.07389164325991385,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,4,3,4,3,1.42,1.1925,0.7492942398266921,0.6664206564248482,0.0,0.15,0.25,0.21535506714792746,0.1076775335739637,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,4,4,4,4,1.42,1.42,0.7492942398266921,0.7492942398266921,0.0,0.15,0.25,2.0000000000000004,1.0,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,4,5,4,5,1.42,1.6475,0.7492942398266921,0.8227137721205666,0.0,0.15,0.25,0.22365492384355334,0.11182746192177664,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,4,6,4,6,1.42,1.875,0.7492942398266921,0.8881852892662213,0.0,0.15,0.25,0.172124538679673,0.08606226933983649,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,4,7,4,8,1.42,2.33,0.7492942398266921,1.0,0.0,0.15,0.25,0.11005271012362401,0.05502635506181199,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,5,0,5,0,1.6475,0.51,0.8227137721205666,0.3416929010998006,0.0,0.15,0.25,0.043802854678777516,0.021901427339388754,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,5,1,5,1,1.6475,0.7375,0.8227137721205666,0.4647935960751178,0.0,0.15,0.25,0.07167211576321199,0.03583605788160599,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,5,2,5,2,1.6475,0.965,0.8227137721205666,0.5722853512593028,0.0,0.15,0.25,0.11017486563980695,0.05508743281990346,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,5,3,5,3,1.6475,1.1925,0.8227137721205666,0.6664206564248482,0.0,0.15,0.25,0.16055073714097673,0.08027536857048835,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,5,4,5,4,1.6475,1.42,0.8227137721205666,0.7492942398266921,0.0,0.15,0.25,0.22365492384355334,0.11182746192177664,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,5,5,5,5,1.6475,1.6475,0.8227137721205666,0.8227137721205666,0.0,0.15,0.25,2.0000000000000004,1.0,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,5,6,5,6,1.6475,1.875,0.8227137721205666,0.8881852892662213,0.0,0.15,0.25,0.23087961005509655,0.11543980502754825,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,5,7,5,8,1.6475,2.33,0.8227137721205666,1.0,0.0,0.15,0.25,0.14761943296263746,0.07380971648131872,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,6,0,6,0,1.875,0.51,0.8881852892662213,0.3416929010998006,0.0,0.15,0.25,0.03371062002512071,0.01685531001256035,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,6,1,6,1,1.875,0.7375,0.8881852892662213,0.4647935960751178,0.0,0.15,0.25,0.055158767130780405,0.027579383565390195,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,6,2,6,2,1.875,0.965,0.8881852892662213,0.5722853512593028,0.0,0.15,0.25,0.08479043338930425,0.04239521669465212,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,6,3,6,3,1.875,1.1925,0.8881852892662213,0.6664206564248482,0.0,0.15,0.25,0.12355963861722337,0.06177981930861167,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,6,4,6,4,1.875,1.42,0.8881852892662213,0.7492942398266921,0.0,0.15,0.25,0.172124538679673,0.08606226933983649,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,6,5,6,5,1.875,1.6475,0.8881852892662213,0.8227137721205666,0.0,0.15,0.25,0.23087961005509655,0.11543980502754825,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,6,6,6,6,1.875,1.875,0.8881852892662213,0.8881852892662213,0.0,0.15,0.25,2.0000000000000004,1.0,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,6,7,6,8,1.875,2.33,0.8881852892662213,1.0,0.0,0.15,0.25,0.19181351648256414,0.09590675824128204,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,7,0,8,0,2.33,0.51,1.0,0.3416929010998006,0.0,0.15,0.25,0.02155384189941983,0.010776920949709914,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,7,1,8,1,2.33,0.7375,1.0,0.4647935960751178,0.0,0.15,0.25,0.0352673236273262,0.017633661813663097,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,7,2,8,2,2.33,0.965,1.0,0.5722853512593028,0.0,0.15,0.25,0.05421317064161022,0.027106585320805104,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,7,3,8,3,2.33,1.1925,1.0,0.6664206564248482,0.0,0.15,0.25,0.07900136259494812,0.039500681297474055,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,7,4,8,4,2.33,1.42,1.0,0.7492942398266921,0.0,0.15,0.25,0.11005271012362401,0.05502635506181199,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,7,5,8,5,2.33,1.6475,1.0,0.8227137721205666,0.0,0.15,0.25,0.14761943296263746,0.07380971648131872,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,7,6,8,6,2.33,1.875,1.0,0.8881852892662213,0.0,0.15,0.25,0.19181351648256414,0.09590675824128204,True,True,False,shrinkage_policy_preflight_no_measurement_validation
SSCOV_SHRINKAGE_SOURCE_SPLIT,7,7,8,8,2.33,2.33,1.0,1.0,0.0,0.15,0.25,2.0000000000000004,1.0,True,True,False,shrinkage_policy_preflight_no_measurement_validation
