Dataset,ModelID,ModelClass,GridIndex,z_grid,x_coordinate,target_response,k1_response,sigma_diag,prediction,residual,residual_over_sigma,chi2_contribution,ContributionRank,sign_stable,sign_violation,Notes,ClaimBoundary
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,K2_LOCKED_RHO4,locked_prediction,2,0.965,0.5755375138345268,-1.0612908027787438,-0.0650843299689463,0.0738473920903937,-0.11471582286930126,-0.9465749799094425,-12.817987922319276,164.30081437672283,4,True,False,k2_multiplier_applied_to_likelihood_native_k1,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,K2_LOCKED_RHO4,locked_prediction,3,1.1925,0.6692388167013362,0.1211657917854815,0.0001516812476995,0.0904224520916678,0.0003335404374077305,0.12083225134807377,1.336308057932087,1.7857192256942258,8,False,False,k2_multiplier_applied_to_likelihood_native_k1,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,K2_LOCKED_RHO4,locked_prediction,4,1.42,0.7515739767083173,-1.66707598793248,-0.1996724490854003,0.0859633655553421,-0.5387455505959784,-1.1283304373365015,-13.125712680596445,172.28433337357032,3,True,False,k2_multiplier_applied_to_likelihood_native_k1,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,K2_LOCKED_RHO4,locked_prediction,5,1.6475,0.8244143775463955,-1.3950527132306294,-0.1766101114929631,0.1140449668153059,-0.5724433207587397,-0.8226093924718897,-7.213026716067997,52.02775440671067,5,True,False,k2_multiplier_applied_to_likelihood_native_k1,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,K2_LOCKED_RHO4,locked_prediction,6,1.875,0.8893016935201591,-2.4164046464078455,-0.3416394100954415,0.161771609737985,-1.3027543158490584,-1.113650330558787,-6.884090059822746,47.390695951750345,6,False,False,k2_multiplier_applied_to_likelihood_native_k1,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,K2_LOCKED_RHO4,locked_prediction,8,2.33,1.0,-1.9828338698253765,-0.1580742509125811,0.2122945218250446,-0.7903712545629055,-1.192462615262471,-5.617020189739984,31.550915811946606,7,False,False,k2_multiplier_applied_to_likelihood_native_k1,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,ZERO_RESPONSE_CONTROL,diagnostic_control,0,0.51,0.3449908242954462,-5.101385205889281,-0.2032287991395038,0.0149935194363005,0.0,-5.101385205889281,-340.23934324174905,115762.81068957673,1,True,True,baseline_or_control,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,ZERO_RESPONSE_CONTROL,diagnostic_control,1,0.7375,0.4682655446968191,-4.042742053840544,-0.2192846011690317,0.0212944500730184,0.0,-4.042742053840544,-189.8495636176578,36042.85680581509,2,True,True,baseline_or_control,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,ZERO_RESPONSE_CONTROL,diagnostic_control,2,0.965,0.5755375138345268,-1.0612908027787438,-0.0650843299689463,0.0738473920903937,0.0,-1.0612908027787438,-14.371405309474696,206.53729056919747,5,True,True,baseline_or_control,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,ZERO_RESPONSE_CONTROL,diagnostic_control,3,1.1925,0.6692388167013362,0.1211657917854815,0.0001516812476995,0.0904224520916678,0.0,0.1211657917854815,1.3399967484032278,1.7955912857312233,8,False,False,baseline_or_control,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,ZERO_RESPONSE_CONTROL,diagnostic_control,4,1.42,0.7515739767083173,-1.66707598793248,-0.1996724490854003,0.0859633655553421,0.0,-1.66707598793248,-19.39286552082745,376.08323310889807,3,True,True,baseline_or_control,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,ZERO_RESPONSE_CONTROL,diagnostic_control,5,1.6475,0.8244143775463955,-1.3950527132306294,-0.1766101114929631,0.1140449668153059,0.0,-1.3950527132306294,-12.232479452511887,149.63355355612552,6,True,True,baseline_or_control,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,ZERO_RESPONSE_CONTROL,diagnostic_control,6,1.875,0.8893016935201591,-2.4164046464078455,-0.3416394100954415,0.161771609737985,0.0,-2.4164046464078455,-14.937136684994353,223.1180523462041,4,False,False,baseline_or_control,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,ZERO_RESPONSE_CONTROL,diagnostic_control,8,2.33,1.0,-1.9828338698253765,-0.1580742509125811,0.2122945218250446,0.0,-1.9828338698253765,-9.3400143007904,87.2358671389692,7,False,False,baseline_or_control,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG2,overfit_risk_control,0,0.51,0.3449908242954462,-5.101385205889281,-0.2032287991395038,0.0149935194363005,-5.260951952040504,0.15956674615122246,10.642380985274125,113.26027303572425,3,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG2,overfit_risk_control,1,0.7375,0.4682655446968191,-4.042742053840544,-0.2192846011690317,0.0212944500730184,-3.056683222537538,-0.9860588313030059,-46.3059073102063,2144.2370518214175,1,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG2,overfit_risk_control,2,0.965,0.5755375138345268,-1.0612908027787438,-0.0650843299689463,0.0738473920903937,-1.7837604784004952,0.7224696756217515,9.783279479083088,95.71255736584826,4,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG2,overfit_risk_control,3,1.1925,0.6692388167013362,0.1211657917854815,0.0001516812476995,0.0904224520916678,-1.163157351282841,1.2843231430683226,14.203586757040288,201.74187676477024,2,False,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG2,overfit_risk_control,4,1.42,0.7515739767083173,-1.66707598793248,-0.1996724490854003,0.0859633655553421,-0.9959620616350993,-0.6711139262973806,-7.806975936340303,60.94887327059654,5,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG2,overfit_risk_control,5,1.6475,0.8244143775463955,-1.3950527132306294,-0.1766101114929631,0.1140449668153059,-1.1429279085199298,-0.25212480471069965,-2.210749073380958,4.887411465454765,8,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG2,overfit_risk_control,6,1.875,0.8893016935201591,-2.4164046464078455,-0.3416394100954415,0.161771609737985,-1.506995161442143,-0.9094094849657024,-5.62156416962554,31.60198371321768,6,False,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG2,overfit_risk_control,8,2.33,1.0,-1.9828338698253765,-0.1580742509125811,0.2122945218250446,-2.6351813522609593,0.6523474824355828,3.0728418087641143,9.442356781688714,7,False,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG3,overfit_risk_control,0,0.51,0.3449908242954462,-5.101385205889281,-0.2032287991395038,0.0149935194363005,-5.545686943857877,0.44430173796859584,29.63291839892548,878.1098528373763,2,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG3,overfit_risk_control,1,0.7375,0.4682655446968191,-4.042742053840544,-0.2192846011690317,0.0212944500730184,-2.747560165552944,-1.2951818882876003,-60.82250933207657,3699.3776414505414,1,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG3,overfit_risk_control,2,0.965,0.5755375138345268,-1.0612908027787438,-0.0650843299689463,0.0738473920903937,-1.5035259225505584,0.4422351197718146,5.9885001657267996,35.8621342349099,4,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG3,overfit_risk_control,3,1.1925,0.6692388167013362,0.1211657917854815,0.0001516812476995,0.0904224520916678,-1.1121130279883893,1.2332788197738709,13.639077366798311,186.02443141750996,3,False,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG3,overfit_risk_control,4,1.42,0.7515739767083173,-1.66707598793248,-0.1996724490854003,0.0859633655553421,-1.1610332665680616,-0.5060427213644183,-5.886725328810382,34.653535096857695,5,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG3,overfit_risk_control,5,1.6475,0.8244143775463955,-1.3950527132306294,-0.1766101114929631,0.1140449668153059,-1.4132245778222696,0.01817186459164022,0.15933947020274272,0.025389066764490736,8,True,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG3,overfit_risk_control,6,1.875,0.8893016935201591,-2.4164046464078455,-0.3416394100954415,0.161771609737985,-1.7349272227014296,-0.6814774237064158,-4.212589741860006,17.74591233322415,6,False,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,POLY_DEG3,overfit_risk_control,8,2.33,1.0,-1.9828338698253765,-0.1580742509125811,0.2122945218250446,-2.327548361078051,0.3447144912526747,1.623755941930332,2.6365833589540597,7,False,False,flexible_shape_control_not_locked_prediction,dominance_diagnosis_only_no_measurement_validation
