RhoCross,SubsetID,ModelID,ModelClass,Rows,ParameterCount,Chi2,AIC,ClaimBoundary
0.05,all_depth,POLY_DEG2,overfit_risk_control,8,3,2.3015285249745525,8.301528524974552,memory_active_cross_covariance_no_measurement_validation
0.05,all_depth,POLY_DEG3,overfit_risk_control,8,4,2.237784405271525,10.237784405271524,memory_active_cross_covariance_no_measurement_validation
0.05,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,4.002411650019323,4.002411650019323,memory_active_cross_covariance_no_measurement_validation
0.05,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.7338193932688504,1.7338193932688504,memory_active_cross_covariance_no_measurement_validation
0.05,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.7437692673905024,0.7437692673905024,memory_active_cross_covariance_no_measurement_validation
0.05,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,5.050027521696907,5.050027521696907,memory_active_cross_covariance_no_measurement_validation
0.05,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,1.2463635188334075,7.246363518833407,memory_active_cross_covariance_no_measurement_validation
0.05,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.9341976292141567,8.934197629214157,memory_active_cross_covariance_no_measurement_validation
0.05,high_depth,K1_NO_MEMORY,fair_null,3,0,3.531918274673763,3.531918274673763,memory_active_cross_covariance_no_measurement_validation
0.05,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.2451733823805289,1.2451733823805289,memory_active_cross_covariance_no_measurement_validation
0.05,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.20669010204729815,0.20669010204729815,memory_active_cross_covariance_no_measurement_validation
0.05,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,4.522445479946684,4.522445479946684,memory_active_cross_covariance_no_measurement_validation
0.05,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,4.5624919839097024e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.3502064476654363,1.3502064476654363,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.88006754868459,0.88006754868459,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.42951649973135747,0.42951649973135747,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.692906064553819,1.692906064553819,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.1343751300118518e-28,6.0,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,2.1900801425722385,2.1900801425722385,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.7521451366055478,0.7521451366055478,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.37459477736073504,0.37459477736073504,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.9622792661100354,2.9622792661100354,memory_active_cross_covariance_no_measurement_validation
0.05,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,4.1311133608488815e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.1,all_depth,K1_NO_MEMORY,fair_null,8,0,16.813502042551516,16.813502042551516,memory_active_cross_covariance_no_measurement_validation
0.1,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,14.397650063834334,14.397650063834334,memory_active_cross_covariance_no_measurement_validation
0.1,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,12.309256644515571,12.309256644515571,memory_active_cross_covariance_no_measurement_validation
0.1,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,19.11164866091815,19.11164866091815,memory_active_cross_covariance_no_measurement_validation
0.1,all_depth,POLY_DEG2,overfit_risk_control,8,3,2.4498683923866356,8.449868392386636,memory_active_cross_covariance_no_measurement_validation
0.1,all_depth,POLY_DEG3,overfit_risk_control,8,4,2.4024052919073773,10.402405291907378,memory_active_cross_covariance_no_measurement_validation
0.1,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,4.220995594977564,4.220995594977564,memory_active_cross_covariance_no_measurement_validation
0.1,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.8154006035727657,1.8154006035727657,memory_active_cross_covariance_no_measurement_validation
0.1,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.8123708405684367,0.8123708405684367,memory_active_cross_covariance_no_measurement_validation
0.1,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,5.330727774797774,5.330727774797774,memory_active_cross_covariance_no_measurement_validation
0.1,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,1.3589618663782415,7.358961866378241,memory_active_cross_covariance_no_measurement_validation
0.1,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,1.0723840373583455,9.072384037358345,memory_active_cross_covariance_no_measurement_validation
0.1,high_depth,K1_NO_MEMORY,fair_null,3,0,3.721530143414086,3.721530143414086,memory_active_cross_covariance_no_measurement_validation
0.1,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.3021243951647952,1.3021243951647952,memory_active_cross_covariance_no_measurement_validation
0.1,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.2299354977706269,0.2299354977706269,memory_active_cross_covariance_no_measurement_validation
0.1,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,4.769562758363922,4.769562758363922,memory_active_cross_covariance_no_measurement_validation
0.1,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,4.726179919420037e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.3985487495741082,1.3985487495741082,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.9163234682021771,0.9163234682021771,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.45473600415792165,0.45473600415792165,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.75263664701263,1.75263664701263,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.1841752074080917e-28,6.0,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,2.310321741327376,2.310321741327376,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.7800729698492699,0.7800729698492699,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.42623520286560546,0.42623520286560546,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.1304155821863353,3.1304155821863353,memory_active_cross_covariance_no_measurement_validation
0.1,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,4.401785363921621e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.15,all_depth,K1_NO_MEMORY,fair_null,8,0,17.628078401655127,17.628078401655127,memory_active_cross_covariance_no_measurement_validation
0.15,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,15.085922725424556,15.085922725424556,memory_active_cross_covariance_no_measurement_validation
0.15,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,12.995083972799865,12.995083972799865,memory_active_cross_covariance_no_measurement_validation
0.15,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,20.048086639458198,20.048086639458198,memory_active_cross_covariance_no_measurement_validation
0.15,all_depth,POLY_DEG2,overfit_risk_control,8,3,2.625799186147638,8.625799186147638,memory_active_cross_covariance_no_measurement_validation
0.15,all_depth,POLY_DEG3,overfit_risk_control,8,4,2.601269393711992,10.601269393711991,memory_active_cross_covariance_no_measurement_validation
0.15,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,4.481995678924063,4.481995678924063,memory_active_cross_covariance_no_measurement_validation
0.15,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.9086192068930736,1.9086192068930736,memory_active_cross_covariance_no_measurement_validation
0.15,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.8994582436828144,0.8994582436828144,memory_active_cross_covariance_no_measurement_validation
0.15,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,5.668394367503222,5.668394367503222,memory_active_cross_covariance_no_measurement_validation
0.15,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,1.5006784192916611,7.500678419291662,memory_active_cross_covariance_no_measurement_validation
0.15,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,1.2616818746134522,9.261681874613451,memory_active_cross_covariance_no_measurement_validation
0.15,high_depth,K1_NO_MEMORY,fair_null,3,0,3.945206478123352,3.945206478123352,memory_active_cross_covariance_no_measurement_validation
0.15,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.3662486357983747,1.3662486357983747,memory_active_cross_covariance_no_measurement_validation
0.15,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.2603034638108964,0.2603034638108964,memory_active_cross_covariance_no_measurement_validation
0.15,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,5.0629903496327575,5.0629903496327575,memory_active_cross_covariance_no_measurement_validation
0.15,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,4.9051523821524105e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.4511756117309638,1.4511756117309638,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.9569970267816307,0.9569970267816307,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.48467310954712195,0.48467310954712195,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.8175411721800483,1.8175411721800483,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.241582844657227e-28,6.0,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,2.460201122215558,2.460201122215558,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.8130391082063564,0.8130391082063564,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.4955778964914974,0.4955778964914974,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.340806770014161,3.340806770014161,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,4.746145386485457e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.2,all_depth,K1_NO_MEMORY,fair_null,8,0,18.54713973166765,18.54713973166765,memory_active_cross_covariance_no_measurement_validation
0.2,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,15.850299112715653,15.850299112715653,memory_active_cross_covariance_no_measurement_validation
0.2,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,13.790360940113995,13.790360940113995,memory_active_cross_covariance_no_measurement_validation
0.2,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,21.112277358909,21.112277358909,memory_active_cross_covariance_no_measurement_validation
0.2,all_depth,POLY_DEG2,overfit_risk_control,8,3,2.842088827781647,8.842088827781648,memory_active_cross_covariance_no_measurement_validation
0.2,all_depth,POLY_DEG3,overfit_risk_control,8,4,2.851098942920963,10.851098942920963,memory_active_cross_covariance_no_measurement_validation
0.2,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,4.806032493706729,4.806032493706729,memory_active_cross_covariance_no_measurement_validation
0.2,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,2.0176008174184847,2.0176008174184847,memory_active_cross_covariance_no_measurement_validation
0.2,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,1.0156403854339369,1.0156403854339369,memory_active_cross_covariance_no_measurement_validation
0.2,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,6.091766989812863,6.091766989812863,memory_active_cross_covariance_no_measurement_validation
0.2,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,1.6880366896932228,7.688036689693223,memory_active_cross_covariance_no_measurement_validation
0.2,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,1.537962947798275,9.537962947798276,memory_active_cross_covariance_no_measurement_validation
0.2,high_depth,K1_NO_MEMORY,fair_null,3,0,4.219268054185993,4.219268054185993,memory_active_cross_covariance_no_measurement_validation
0.2,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.4398872578484272,1.4398872578484272,memory_active_cross_covariance_no_measurement_validation
0.2,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.30211715631959907,0.30211715631959907,memory_active_cross_covariance_no_measurement_validation
0.2,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,5.425705733056167,5.425705733056167,memory_active_cross_covariance_no_measurement_validation
0.2,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,5.1036439749685434e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.5091080286571597,1.5091080286571597,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.0037396353506967,1.0037396353506967,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.5216809450847818,0.5216809450847818,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.8888295519752007,1.8888295519752007,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.3103033490891775e-28,6.0,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,2.6571380018522905,2.6571380018522905,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.853974291659785,0.853974291659785,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.5937774889393769,0.5937774889393769,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.6183530789987475,3.6183530789987475,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,5.2085137455985185e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.25,all_depth,K1_NO_MEMORY,fair_null,8,0,19.60722490875834,19.60722490875834,memory_active_cross_covariance_no_measurement_validation
0.25,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,16.708586614936273,16.708586614936273,memory_active_cross_covariance_no_measurement_validation
0.25,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,14.745815375842252,14.745815375842252,memory_active_cross_covariance_no_measurement_validation
0.25,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,22.354339300003385,22.354339300003385,memory_active_cross_covariance_no_measurement_validation
0.25,all_depth,POLY_DEG2,overfit_risk_control,8,3,3.1245237958684298,9.12452379586843,memory_active_cross_covariance_no_measurement_validation
0.25,all_depth,POLY_DEG3,overfit_risk_control,8,4,3.18584784751589,11.18584784751589,memory_active_cross_covariance_no_measurement_validation
0.25,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,5.233815781095293,5.233815781095293,memory_active_cross_covariance_no_measurement_validation
0.25,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,2.149920848358907,2.149920848358907,memory_active_cross_covariance_no_measurement_validation
0.25,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,1.1828373441534108,1.1828373441534108,memory_active_cross_covariance_no_measurement_validation
0.25,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,6.658067589435396,6.658067589435396,memory_active_cross_covariance_no_measurement_validation
0.25,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,1.955628809826708,7.955628809826708,memory_active_cross_covariance_no_measurement_validation
0.25,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,1.981512016495886,9.981512016495886,memory_active_cross_covariance_no_measurement_validation
0.25,high_depth,K1_NO_MEMORY,fair_null,3,0,4.576288791290294,4.576288791290294,memory_active_cross_covariance_no_measurement_validation
0.25,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.52728917304202,1.52728917304202,memory_active_cross_covariance_no_measurement_validation
0.25,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.3643192837523033,0.3643192837523033,memory_active_cross_covariance_no_measurement_validation
0.25,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,5.903901001305502,5.903901001305502,memory_active_cross_covariance_no_measurement_validation
0.25,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,5.3294265165618566e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.5741793496553513,1.5741793496553513,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.05986850550748,1.05986850550748,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.5707049670473955,0.5707049670473955,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.9686763085503634,1.9686763085503634,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.3982310771399789e-28,6.0,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,2.9367755003136606,2.9367755003136606,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.9091975792225253,0.9091975792225253,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.7439306345988633,0.7439306345988633,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,4.013949825515516,4.013949825515516,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,5.879887380884881e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.3,all_depth,K1_NO_MEMORY,fair_null,8,0,20.88396720542946,20.88396720542946,memory_active_cross_covariance_no_measurement_validation
0.3,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,17.692064002171435,17.692064002171435,memory_active_cross_covariance_no_measurement_validation
0.3,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,15.977113878661248,15.977113878661248,memory_active_cross_covariance_no_measurement_validation
0.3,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,23.88200325080909,23.88200325080909,memory_active_cross_covariance_no_measurement_validation
0.3,all_depth,POLY_DEG2,overfit_risk_control,8,3,3.5384445162599523,9.538444516259952,memory_active_cross_covariance_no_measurement_validation
0.3,all_depth,POLY_DEG3,overfit_risk_control,8,4,3.691924040352607,11.691924040352607,memory_active_cross_covariance_no_measurement_validation
0.3,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,5.8620486297055265,5.8620486297055265,memory_active_cross_covariance_no_measurement_validation
0.3,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,2.3229157696848146,2.3229157696848146,memory_active_cross_covariance_no_measurement_validation
0.3,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,1.4561561410223334,1.4561561410223334,memory_active_cross_covariance_no_measurement_validation
0.3,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,7.50415813227092,7.50415813227092,memory_active_cross_covariance_no_measurement_validation
0.3,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,2.393102201825007,8.393102201825007,memory_active_cross_covariance_no_measurement_validation
0.3,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,2.8171236185432127,10.817123618543214,memory_active_cross_covariance_no_measurement_validation
0.3,high_depth,K1_NO_MEMORY,fair_null,3,0,5.094831790964562,5.094831790964562,memory_active_cross_covariance_no_measurement_validation
0.3,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.6378941753237388,1.6378941753237388,memory_active_cross_covariance_no_measurement_validation
0.3,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.4690644137065115,0.4690644137065115,memory_active_cross_covariance_no_measurement_validation
0.3,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,6.6096272389565485,6.6096272389565485,memory_active_cross_covariance_no_measurement_validation
0.3,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,5.600126878392609e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.650694943826271,1.650694943826271,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.13394497737945,1.13394497737945,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.6449362167111999,0.6449362167111999,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.062200574977097,2.062200574977097,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.5266942602493173e-28,6.0,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,3.385772103860271,3.385772103860271,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.9955590489745525,0.9955590489745525,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,1.0031193929473758,1.0031193929473758,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,4.6510634714869115,4.6510634714869115,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,6.982499677548949e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.35,all_depth,K1_NO_MEMORY,fair_null,8,0,22.60303970121648,22.60303970121648,memory_active_cross_covariance_no_measurement_validation
0.35,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,18.88915877763224,18.88915877763224,memory_active_cross_covariance_no_measurement_validation
0.35,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,17.87055921479151,17.87055921479151,memory_active_cross_covariance_no_measurement_validation
0.35,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,26.025415300491996,26.025415300491996,memory_active_cross_covariance_no_measurement_validation
0.35,all_depth,POLY_DEG2,overfit_risk_control,8,3,4.3348371464483115,10.334837146448312,memory_active_cross_covariance_no_measurement_validation
0.35,all_depth,POLY_DEG3,overfit_risk_control,8,4,4.703517838150108,12.703517838150109,memory_active_cross_covariance_no_measurement_validation
0.35,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,7.004507060007729,7.004507060007729,memory_active_cross_covariance_no_measurement_validation
0.35,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,2.596342217284212,2.596342217284212,memory_active_cross_covariance_no_measurement_validation
0.35,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,2.0327709963650062,2.0327709963650062,memory_active_cross_covariance_no_measurement_validation
0.35,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,9.075933138258112,9.075933138258112,memory_active_cross_covariance_no_measurement_validation
0.35,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,3.3452275610981763,9.345227561098177,memory_active_cross_covariance_no_measurement_validation
0.35,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,5.008273494229049,13.008273494229048,memory_active_cross_covariance_no_measurement_validation
0.35,high_depth,K1_NO_MEMORY,fair_null,3,0,6.035286971975686,6.035286971975686,memory_active_cross_covariance_no_measurement_validation
0.35,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.8011798255492812,1.8011798255492812,memory_active_cross_covariance_no_measurement_validation
0.35,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.6910656770946431,0.6910656770946431,memory_active_cross_covariance_no_measurement_validation
0.35,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,7.915728527946067,7.915728527946067,memory_active_cross_covariance_no_measurement_validation
0.35,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,5.972060609769239e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.755094100329372,1.755094100329372,memory_active_cross_covariance_no_measurement_validation
