Dataset,SigmaRoute,ValidationMode,FoldID,ModelID,ModelClass,ParameterCount,TrainN,TestN,TestGridIndices,TestZMin,TestZMax,TestChi2,TestMeanChi2,TestMeanAbsResidual,ClaimBoundary
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_4,K2_LOCKED_RHO4,locked_prediction,0,7,1,4,1.42,1.42,0.546271245879476,0.546271245879476,1.1283304373365015,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_4,POLY_DEG2,overfit_risk_control,3,7,1,4,1.42,1.42,0.34293998904196227,0.34293998904196227,0.8940075734901289,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_4,POLY_DEG3,overfit_risk_control,4,7,1,4,1.42,1.42,0.20899199491434584,0.20899199491434584,0.6979060430545183,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_5,K1_NO_MEMORY,fair_null,0,7,1,5,1.6475,1.6475,0.6864639362755264,0.6864639362755264,1.2184426017376664,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_5,K2_LOCKED_RHO4,locked_prediction,0,7,1,5,1.6475,1.6475,0.31289232008044654,0.31289232008044654,0.8226093924718897,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_5,POLY_DEG2,overfit_risk_control,3,7,1,5,1.6475,1.6475,0.05318766912296194,0.05318766912296194,0.33915770774106013,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_5,POLY_DEG3,overfit_risk_control,4,7,1,5,1.6475,1.6475,0.0029207604103692985,0.0029207604103692985,0.07947749653850922,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_6,K1_NO_MEMORY,fair_null,0,7,1,6,1.875,1.875,2.0528083547369964,2.0528083547369964,2.074765236312404,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_6,K2_LOCKED_RHO4,locked_prediction,0,7,1,6,1.875,1.875,0.5914365802422674,0.5914365802422674,1.113650330558787,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_6,POLY_DEG2,overfit_risk_control,3,7,1,6,1.875,1.875,0.7124206537023133,0.7124206537023133,1.2222583420671755,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_6,POLY_DEG3,overfit_risk_control,4,7,1,6,1.875,1.875,0.48355154868843314,0.48355154868843314,1.0069691107323537,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_7,K1_NO_MEMORY,fair_null,0,7,1,8,2.33,2.33,1.6595345246070425,1.6595345246070425,1.8247596189127955,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_7,K2_LOCKED_RHO4,locked_prediction,0,7,1,8,2.33,2.33,0.7087033952256352,0.7087033952256352,1.192462615262471,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_7,POLY_DEG2,overfit_risk_control,3,7,1,8,2.33,2.33,3.47250334051732,3.47250334051732,2.6395740605007356,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,leave_one_out,loo_row_7,POLY_DEG3,overfit_risk_control,4,7,1,8,2.33,2.33,10.551346469342066,10.551346469342066,4.6011506991671585,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,blocked_split,mid_depth_block,K1_NO_MEMORY,fair_null,0,5,3,0;1;2,0.51,0.965,14.324694253411025,4.774898084470341,3.2392734440770288,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,blocked_split,mid_depth_block,K2_LOCKED_RHO4,locked_prediction,0,5,3,0;1;2,0.51,0.965,13.909089554770967,4.636363184923655,3.1815825349412528,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,blocked_split,mid_depth_block,POLY_DEG2,overfit_risk_control,3,5,3,0;1;2,0.51,0.965,110.06617335228066,36.68872445076022,8.938611321138598,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,blocked_split,mid_depth_block,POLY_DEG3,overfit_risk_control,4,5,3,0;1;2,0.51,0.965,220.82454579385117,73.60818193128372,12.394049325028227,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,blocked_split,sign_unstable_block,K1_NO_MEMORY,fair_null,0,5,3,3;6;8,1.1925,2.33,3.719069135565334,1.2396897118551113,1.340179655254327,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,blocked_split,sign_unstable_block,K2_LOCKED_RHO4,locked_prediction,0,5,3,3;6;8,1.1925,2.33,1.306846030534659,0.435615343511553,0.8089817323897773,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,blocked_split,sign_unstable_block,POLY_DEG2,overfit_risk_control,3,5,3,3;6;8,1.1925,2.33,2.105005582013932,0.7016685273379774,1.09906552413797,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,public_proxy_diag,blocked_split,sign_unstable_block,POLY_DEG3,overfit_risk_control,4,5,3,3;6;8,1.1925,2.33,9.589492811574603,3.196497603858201,1.9321589929267162,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_0,K1_NO_MEMORY,fair_null,0,7,1,0,0.51,0.51,1.8438222715364518,1.8438222715364518,4.898156406749777,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_0,K2_LOCKED_RHO4,locked_prediction,0,7,1,0,0.51,0.51,1.8187783694098074,1.8187783694098074,4.864777825337984,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_0,POLY_DEG2,overfit_risk_control,3,7,1,0,0.51,0.51,0.0006917532785279837,0.0006917532785279837,0.094874332548752,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_0,POLY_DEG3,overfit_risk_control,4,7,1,0,0.51,0.51,11.633616009678617,11.633616009678617,12.30355126089727,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_1,K1_NO_MEMORY,fair_null,0,7,1,1,0.7375,0.7375,1.7889180859544775,1.7889180859544775,3.823457452671512,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_1,K2_LOCKED_RHO4,locked_prediction,0,7,1,1,0.7375,0.7375,1.7056336979203846,1.7056336979203846,3.7333947995763315,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_1,POLY_DEG2,overfit_risk_control,3,7,1,1,0.7375,0.7375,0.6545555825717421,0.6545555825717421,2.3127798768298833,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_1,POLY_DEG3,overfit_risk_control,4,7,1,1,0.7375,0.7375,0.5206949359170318,0.5206949359170318,2.062779046743681,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_2,K1_NO_MEMORY,fair_null,0,7,1,2,0.965,0.965,1.7622191356172667,1.7622191356172667,0.9962064728097975,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_2,K2_LOCKED_RHO4,locked_prediction,0,7,1,2,0.965,0.965,1.5910038707676,1.5910038707676,0.9465749799094425,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_2,POLY_DEG2,overfit_risk_control,3,7,1,2,0.965,0.965,1.0920591903110484,1.0920591903110484,0.7842282664604217,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_2,POLY_DEG3,overfit_risk_control,4,7,1,2,0.965,0.965,3.42833896868134,3.42833896868134,1.3895087321572828,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_3,K1_NO_MEMORY,fair_null,0,7,1,3,1.1925,1.1925,1.9949957391612279,1.9949957391612279,0.121014110537782,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_3,K2_LOCKED_RHO4,locked_prediction,0,7,1,3,1.1925,1.1925,1.9890041123328572,1.9890041123328572,0.12083225134807377,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_3,POLY_DEG2,overfit_risk_control,3,7,1,3,1.1925,1.1925,225.65627020339895,225.65627020339895,1.2870301760217076,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_3,POLY_DEG3,overfit_risk_control,4,7,1,3,1.1925,1.1925,185.0564818931967,185.0564818931967,1.1655131493061135,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_4,K1_NO_MEMORY,fair_null,0,7,1,4,1.42,1.42,1.5495954326891697,1.5495954326891697,1.4674035388470796,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_4,K2_LOCKED_RHO4,locked_prediction,0,7,1,4,1.42,1.42,0.9162032135779045,0.9162032135779045,1.1283304373365015,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_4,POLY_DEG2,overfit_risk_control,3,7,1,4,1.42,1.42,2.4015519241079217,2.4015519241079217,1.8267805912191712,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_4,POLY_DEG3,overfit_risk_control,4,7,1,4,1.42,1.42,1.636917880348456,1.636917880348456,1.5081823172278228,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_5,K1_NO_MEMORY,fair_null,0,7,1,5,1.6475,1.6475,1.5256640402568336,1.5256640402568336,1.2184426017376664,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_5,K2_LOCKED_RHO4,locked_prediction,0,7,1,5,1.6475,1.6475,0.6954022432835667,0.6954022432835667,0.8226093924718897,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_5,POLY_DEG2,overfit_risk_control,3,7,1,5,1.6475,1.6475,1.5631687237765908,1.5631687237765908,1.2333278791788937,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_5,POLY_DEG3,overfit_risk_control,4,7,1,5,1.6475,1.6475,0.4250968122449733,0.4250968122449733,0.6431607669088737,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_6,K1_NO_MEMORY,fair_null,0,7,1,6,1.875,1.875,1.4744450660323687,1.4744450660323687,2.074765236312404,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_6,K2_LOCKED_RHO4,locked_prediction,0,7,1,6,1.875,1.875,0.42480377946483633,0.42480377946483633,1.113650330558787,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_6,POLY_DEG2,overfit_risk_control,3,7,1,6,1.875,1.875,0.7075014927822555,0.7075014927822555,1.4372037594950635,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_6,POLY_DEG3,overfit_risk_control,4,7,1,6,1.875,1.875,0.2736936643146685,0.2736936643146685,0.8938960874162563,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_7,K1_NO_MEMORY,fair_null,0,7,1,8,2.33,2.33,1.693825479644132,1.693825479644132,1.8247596189127955,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_7,K2_LOCKED_RHO4,locked_prediction,0,7,1,8,2.33,2.33,0.7233473305580859,0.7233473305580859,1.192462615262471,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_7,POLY_DEG2,overfit_risk_control,3,7,1,8,2.33,2.33,11.409663795508589,11.409663795508589,4.735957043753701,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_7,POLY_DEG3,overfit_risk_control,4,7,1,8,2.33,2.33,20.103788815001117,20.103788815001117,6.286519798003405,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,blocked_split,mid_depth_block,K1_NO_MEMORY,fair_null,0,5,3,0;1;2,0.51,0.965,5.394959493108196,1.7983198310360653,3.2392734440770288,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,blocked_split,mid_depth_block,K2_LOCKED_RHO4,locked_prediction,0,5,3,0;1;2,0.51,0.965,5.115415938097792,1.7051386460325972,3.1815825349412528,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,blocked_split,mid_depth_block,POLY_DEG2,overfit_risk_control,3,5,3,0;1;2,0.51,0.965,43.8709491497234,14.623649716574468,8.929260815069371,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,blocked_split,mid_depth_block,POLY_DEG3,overfit_risk_control,4,5,3,0;1;2,0.51,0.965,161.56123330159858,53.85374443386619,18.197354112882888,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,blocked_split,sign_unstable_block,K1_NO_MEMORY,fair_null,0,5,3,3;6;8,1.1925,2.33,5.163266284837729,1.7210887616125763,1.340179655254327,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,blocked_split,sign_unstable_block,K2_LOCKED_RHO4,locked_prediction,0,5,3,3;6;8,1.1925,2.33,3.1371552223557795,1.0457184074519266,0.8089817323897773,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,blocked_split,sign_unstable_block,POLY_DEG2,overfit_risk_control,3,5,3,3;6;8,1.1925,2.33,131.39131848067908,43.797106160226356,1.2966532666181538,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,branch_scatter_diag,blocked_split,sign_unstable_block,POLY_DEG3,overfit_risk_control,4,5,3,3;6;8,1.1925,2.33,232.1238056432208,77.3746018810736,1.5375907321540907,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_0,K1_NO_MEMORY,fair_null,0,7,1,0,0.51,0.51,1.8437904169122263,1.8437904169122263,4.898156406749777,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_0,K2_LOCKED_RHO4,locked_prediction,0,7,1,0,0.51,0.51,1.8187469474542308,1.8187469474542308,4.864777825337984,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_0,POLY_DEG2,overfit_risk_control,3,7,1,0,0.51,0.51,0.001121666191118813,0.001121666191118813,0.12081161415784258,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_0,POLY_DEG3,overfit_risk_control,4,7,1,0,0.51,0.51,11.475939221101473,11.475939221101473,12.219993976386979,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_1,K1_NO_MEMORY,fair_null,0,7,1,1,0.7375,0.7375,1.7888188252973698,1.7888188252973698,3.823457452671512,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_1,K2_LOCKED_RHO4,locked_prediction,0,7,1,1,0.7375,0.7375,1.7055390584156636,1.7055390584156636,3.7333947995763315,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_1,POLY_DEG2,overfit_risk_control,3,7,1,1,0.7375,0.7375,0.650153608640078,0.650153608640078,2.305053830855077,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_1,POLY_DEG3,overfit_risk_control,4,7,1,1,0.7375,0.7375,0.522425226572995,0.522425226572995,2.0662608794049175,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_2,K1_NO_MEMORY,fair_null,0,7,1,2,0.965,0.965,1.7453183776683423,1.7453183776683423,0.9962064728097975,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_2,K2_LOCKED_RHO4,locked_prediction,0,7,1,2,0.965,0.965,1.5757451717941455,1.5757451717941455,0.9465749799094425,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_2,POLY_DEG2,overfit_risk_control,3,7,1,2,0.965,0.965,1.019691541730063,1.019691541730063,0.7614588468576244,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_2,POLY_DEG3,overfit_risk_control,4,7,1,2,0.965,0.965,3.3502976045440502,3.3502976045440502,1.380237179316823,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_3,K1_NO_MEMORY,fair_null,0,7,1,3,1.1925,1.1925,0.9437783719694446,0.9437783719694446,0.121014110537782,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_3,K2_LOCKED_RHO4,locked_prediction,0,7,1,3,1.1925,1.1925,0.9409438958337185,0.9409438958337185,0.12083225134807377,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_3,POLY_DEG2,overfit_risk_control,3,7,1,3,1.1925,1.1925,106.64549623036751,106.64549623036751,1.2863888361669784,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_3,POLY_DEG3,overfit_risk_control,4,7,1,3,1.1925,1.1925,87.69513484296,87.69513484296,1.1665107699960893,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_4,K1_NO_MEMORY,fair_null,0,7,1,4,1.42,1.42,1.5413983200060857,1.5413983200060857,1.4674035388470796,polynomial_cv_no_measurement_validation
