ValidationMode,SigmaRoute,PolynomialModel,GridIndex,z,x,DepthZone,Target,A2Prediction,PolynomialPrediction,Sigma,A2Residual,PolynomialResidual,A2Chi2,PolynomialChi2,DeltaChi2_A2_minus_Poly,A2BeatsPolynomial,SignStable,SNBAOSameSign,ClaimBoundary
blocked_mid_depth,public_proxy_diag,POLY_DEG2,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,-2.945626029484207,1.5144842338065214,-0.8318591570401412,1.8843352267054632,0.3016963737369355,1.5480565493821015,-1.246360175645166,True,True,True,row_tension_no_measurement_validation
blocked_mid_depth,public_proxy_diag,POLY_DEG2,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-2.382084778668551,1.4755343006773876,0.1204987109106661,2.5032505704540324,0.006669083920204645,2.8781274942615274,-2.8714584103413228,True,False,True,row_tension_no_measurement_validation
blocked_mid_depth,public_proxy_diag,POLY_DEG2,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,-2.0603375108191955,1.5266241667746752,-0.5895848867405231,0.39326152288671556,0.1491517724463316,0.06635881884581914,0.08279295360051246,False,True,False,row_tension_no_measurement_validation
blocked_high_depth,public_proxy_diag,POLY_DEG2,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-1.6660104191445768,1.470605588976939,-0.25016607171315,0.2709577059139474,0.02893772556944549,0.033947718244335824,-0.005009992674890332,True,True,False,row_tension_no_measurement_validation
blocked_high_depth,public_proxy_diag,POLY_DEG2,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-2.617158721337084,1.4480873485938237,0.1891039852902714,0.2007540749292387,0.017053433989649706,0.019219373212454087,-0.0021659392228043813,True,False,False,row_tension_no_measurement_validation
blocked_high_depth,public_proxy_diag,POLY_DEG2,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-5.069592516773763,1.4164867477336152,-0.4020913606995655,3.086758646948387,0.08057947852729137,4.748761030508575,-4.6681815519812835,True,False,True,row_tension_no_measurement_validation
leave_one_out,public_proxy_diag,POLY_DEG3,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-12.972667709199499,1.701698892301421,-4.628170444786686,7.871282503310217,7.396959774181269,21.395654046167834,-13.998694271986565,True,True,False,row_tension_no_measurement_validation
leave_one_out,public_proxy_diag,POLY_DEG3,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-1.637361674646435,1.6147152832462313,-3.424047545312119,-2.405380379194109,4.496635256438409,2.219093577088039,2.2775416793503696,False,True,False,row_tension_no_measurement_validation
leave_one_out,public_proxy_diag,POLY_DEG3,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,-1.6550980238556825,1.5144842338065214,-0.8318591570401412,0.5938072210769387,0.3016963737369355,0.15373099427511674,0.14796537946181873,False,True,True,row_tension_no_measurement_validation
leave_one_out,public_proxy_diag,POLY_DEG3,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-1.5345505555292362,1.4755343006773876,0.1204987109106661,1.6557163473147178,0.006669083920204645,1.2591377772899386,-1.252468693369734,True,False,True,row_tension_no_measurement_validation
leave_one_out,public_proxy_diag,POLY_DEG3,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,-0.9699300940772986,1.5266241667746752,-0.5895848867405231,-0.6971458938551813,0.1491517724463316,0.20853698071180304,-0.059385208265471445,True,True,False,row_tension_no_measurement_validation
leave_one_out,public_proxy_diag,POLY_DEG3,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-1.4806670843439953,1.470605588976939,-0.25016607171315,0.0856143711133659,0.02893772556944549,0.0033892290285262826,0.02554849654091921,False,True,False,row_tension_no_measurement_validation
leave_one_out,public_proxy_diag,POLY_DEG3,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-1.4151138043177554,1.4480873485938237,0.1891039852902714,-1.0012908420900901,0.017053433989649706,0.47811345926487797,-0.46106002527522827,True,False,False,row_tension_no_measurement_validation
leave_one_out,public_proxy_diag,POLY_DEG3,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-6.57769842625301,1.4164867477336152,-0.4020913606995655,4.594864556427633,0.08057947852729137,10.522535432359845,-10.441955953832554,True,False,True,row_tension_no_measurement_validation
blocked_low_depth,public_proxy_diag,POLY_DEG3,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-14.97849884543993,1.701698892301421,-4.628170444786686,9.877113639550648,7.396959774181269,33.689508005907584,-26.292548231726315,True,True,False,row_tension_no_measurement_validation
blocked_low_depth,public_proxy_diag,POLY_DEG3,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-4.729659765281738,1.6147152832462313,-3.424047545312119,0.6869177114411942,4.496635256438409,0.1809745547936255,4.315660701644783,False,True,False,row_tension_no_measurement_validation
blocked_mid_depth,public_proxy_diag,POLY_DEG3,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,-3.030381477240967,1.5144842338065214,-0.8318591570401412,1.9690906744622232,0.3016963737369355,1.6904483958030325,-1.3887520220660972,True,True,True,row_tension_no_measurement_validation
blocked_mid_depth,public_proxy_diag,POLY_DEG3,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-2.4281913201873584,1.4755343006773876,0.1204987109106661,2.54935711197284,0.006669083920204645,2.9851264416869965,-2.978457357766792,True,False,True,row_tension_no_measurement_validation
blocked_mid_depth,public_proxy_diag,POLY_DEG3,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,-2.062878938261358,1.5266241667746752,-0.5895848867405231,0.395802950328878,0.1491517724463316,0.06721926944060654,0.08193250300572506,False,True,False,row_tension_no_measurement_validation
blocked_high_depth,public_proxy_diag,POLY_DEG3,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-6.896525522511006,1.470605588976939,-0.25016607171315,5.501472809280376,0.02893772556944549,13.994762007698794,-13.965824282129349,True,True,False,row_tension_no_measurement_validation
blocked_high_depth,public_proxy_diag,POLY_DEG3,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-15.330211009240955,1.4480873485938237,0.1891039852902714,12.91380636283311,0.017053433989649706,79.52780969260988,-79.51075625862023,True,False,False,row_tension_no_measurement_validation
blocked_high_depth,public_proxy_diag,POLY_DEG3,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-40.2458000973529,1.4164867477336152,-0.4020913606995655,38.26296622752752,0.08057947852729137,729.6796550530047,-729.5990755744774,True,False,True,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG2,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-4.945169776280732,3.6072240725290423,-4.628170444786686,-0.15621542960854917,1.6461615298869137,0.0018754332607757473,1.644286096626138,False,True,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG2,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-1.723716143412723,2.8586503208586795,-3.424047545312119,-2.319025910427821,1.4346881275004049,0.658095821623264,0.7765923058771409,False,True,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG2,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,-0.27775533548695996,0.7504459234557644,-0.8318591570401412,-0.7835354672917838,1.2287422672388433,1.0901305592086639,0.13861170803017941,False,True,True,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG2,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-1.1678787716704147,0.0856771530193513,0.1204987109106661,1.2890445634558962,1.9780385354329864,226.36319205941186,-224.3851535239789,True,False,True,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG2,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,0.1631129387262007,1.1788007358203196,-0.5895848867405231,-1.8301889266586806,0.25015655547851995,2.4105217264723438,-2.1603651709938236,True,True,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG2,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-0.15579899109187778,0.98645123363807,-0.25016607171315,-1.2392537221387516,0.06431400831871739,1.578226107941573,-1.5139120996228554,True,True,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG2,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-0.9746618283295447,1.708656111565669,0.1891039852902714,-1.4417428180783007,0.012248757438523373,0.7119774926543023,-0.6997287352157789,True,False,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG2,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-6.759617317547548,1.4020752753198875,-0.4020913606995655,4.776783447722171,0.08224449195974509,11.607226114856477,-11.524981622896732,True,False,True,row_tension_no_measurement_validation
blocked_low_depth,branch_scatter_diag,POLY_DEG2,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-3.3806556139748345,3.6072240725290423,-4.628170444786686,-1.7207295919144467,1.6461615298869137,0.22755113908268954,1.4186103908042242,False,True,False,row_tension_no_measurement_validation
blocked_low_depth,branch_scatter_diag,POLY_DEG2,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-1.2999665807227831,2.8586503208586795,-3.424047545312119,-2.742775473117761,1.4346881275004049,0.9205734507354958,0.5141146767649091,False,True,False,row_tension_no_measurement_validation
blocked_mid_depth,branch_scatter_diag,POLY_DEG2,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,-2.6296603199422,0.7504459234557644,-0.8318591570401412,1.5683695171634564,1.2287422672388433,4.367752087453889,-3.139009820215046,True,True,True,row_tension_no_measurement_validation
blocked_mid_depth,branch_scatter_diag,POLY_DEG2,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-2.007057793765389,0.0856771530193513,0.1204987109106661,2.1282235855508707,1.9780385354329864,617.0274001784632,-615.0493616430301,True,False,True,row_tension_no_measurement_validation
blocked_mid_depth,branch_scatter_diag,POLY_DEG2,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,-1.6958073910143803,1.1788007358203196,-0.5895848867405231,0.028731403081900364,0.25015655547851995,0.0005940635053767254,0.24956249197314323,False,True,False,row_tension_no_measurement_validation
blocked_high_depth,branch_scatter_diag,POLY_DEG2,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-2.0360970039685,0.98645123363807,-0.25016607171315,0.6410442907378706,0.06431400831871739,0.4223036477130917,-0.35798963939437434,True,True,False,row_tension_no_measurement_validation
blocked_high_depth,branch_scatter_diag,POLY_DEG2,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-4.075933434574235,1.708656111565669,0.1891039852902714,1.6595287881663898,0.012248757438523373,0.9433226287561335,-0.9310738713176101,True,False,False,row_tension_no_measurement_validation
blocked_high_depth,branch_scatter_diag,POLY_DEG2,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-9.118524417124164,1.4020752753198875,-0.4020913606995655,7.135690547298787,0.08224449195974509,25.901764700743325,-25.81952020878358,True,False,True,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG3,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-17.261094914002,3.6072240725290423,-4.628170444786686,12.15970970811272,1.6461615298869137,11.36318750304336,-9.717025973156446,True,True,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG3,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-1.99223759826819,2.8586503208586795,-3.424047545312119,-2.050504455572354,1.4346881275004049,0.5145165702134877,0.9201715572869171,False,True,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG3,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,0.32062027753046607,0.7504459234557644,-0.8318591570401412,-1.3819110803092098,1.2287422672388433,3.3909500504025822,-2.1622077831637387,True,True,True,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG3,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-1.040941637966732,0.0856771530193513,0.1204987109106661,1.1621074297522136,1.9780385354329864,183.97656330280552,-181.99852476737254,True,False,True,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG3,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,-0.1626441349982315,1.1788007358203196,-0.5895848867405231,-1.5044318529342484,0.25015655547851995,1.6287868093528486,-1.3786302538743287,True,True,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG3,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-0.7638441787164396,0.98645123363807,-0.25016607171315,-0.6312085345141898,0.06431400831871739,0.40944397428579976,-0.34512996596708234,True,True,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG3,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-1.5331120467711656,1.708656111565669,0.1891039852902714,-0.8832925996366798,0.012248757438523373,0.26723901054359633,-0.25499025310507295,True,False,False,row_tension_no_measurement_validation
leave_one_out,branch_scatter_diag,POLY_DEG3,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-8.25126550623252,1.4020752753198875,-0.4020913606995655,6.268431636407144,0.08224449195974509,19.988266254939788,-19.906021762980043,True,False,True,row_tension_no_measurement_validation
blocked_low_depth,branch_scatter_diag,POLY_DEG3,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-21.546284724471263,3.6072240725290423,-4.628170444786686,16.444899518581984,1.6461615298869137,20.783381391694356,-19.13721986180744,True,True,False,row_tension_no_measurement_validation
blocked_low_depth,branch_scatter_diag,POLY_DEG3,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-6.626998681977568,2.8586503208586795,-3.424047545312119,2.584256628137024,1.4346881275004049,0.8172392357632909,0.6174488917371139,False,True,False,row_tension_no_measurement_validation
blocked_mid_depth,branch_scatter_diag,POLY_DEG3,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,-2.627837871469927,0.7504459234557644,-0.8318591570401412,1.566547068691183,1.2287422672388433,4.357607311924492,-3.128865044685649,True,True,True,row_tension_no_measurement_validation
blocked_mid_depth,branch_scatter_diag,POLY_DEG3,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-2.0057576710809393,0.0856771530193513,0.1204987109106661,2.126923462866421,1.9780385354329864,616.2737516505433,-614.2957131151103,True,False,True,row_tension_no_measurement_validation
blocked_mid_depth,branch_scatter_diag,POLY_DEG3,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,-1.6952533231140183,1.1788007358203196,-0.5895848867405231,0.02817733518153842,0.25015655547851995,0.000571372112741096,0.24958518336577884,False,True,False,row_tension_no_measurement_validation
blocked_high_depth,branch_scatter_diag,POLY_DEG3,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-6.757365205384147,0.98645123363807,-0.25016607171315,5.362312492153517,0.06431400831871739,29.54969467188963,-29.48538066357091,True,True,False,row_tension_no_measurement_validation
blocked_high_depth,branch_scatter_diag,POLY_DEG3,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-14.94226495750759,1.708656111565669,0.1891039852902714,12.525860311099745,0.012248757438523373,53.74100695376319,-53.72875819632467,True,False,False,row_tension_no_measurement_validation
blocked_high_depth,branch_scatter_diag,POLY_DEG3,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-39.067021525720946,1.4020752753198875,-0.4020913606995655,37.08418765589557,0.08224449195974509,699.5759620138582,-699.4937175218985,True,False,True,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG2,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-4.919786126859531,3.6072552328686274,-4.628170444786686,-0.18159907902975014,1.6461330901301334,0.0025343905420162926,1.643598699588117,False,True,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG2,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-1.7315840000312797,2.858729632292873,-3.424047545312119,-2.3111580538092644,1.4346085217949236,0.6536016300643811,0.7810068917305425,False,True,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG2,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,-0.3006890848924204,0.7540706341914711,-0.8318591570401412,-0.7606017178863234,1.2169578783280153,1.0173972214083495,0.19956065691966574,False,True,True,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG2,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-1.167234540496258,0.1245664256201136,0.1204987109106661,1.2884003322817397,0.9357563788324954,106.97927512038171,-106.04351874154922,True,False,True,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG2,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,0.14724884533321614,1.181930994173572,-0.5895848867405231,-1.814324833265696,0.24883326719926177,2.3563828161132787,-2.107549548914017,True,True,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG2,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-0.17510848925939015,0.99302179774765,-0.25016607171315,-1.2199442239712392,0.06346572630183632,1.5092541778116992,-1.445788451509863,True,True,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG2,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-0.9889119301718985,1.716297107527695,0.1891039852902714,-1.427492716235947,0.012139936690379313,0.6917718106224601,-0.6796318739320808,True,False,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG2,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-6.727243576490359,1.4180564310563466,-0.4020913606995655,4.744409706664983,0.08040118624430527,11.193794867511237,-11.113393681266931,True,False,True,row_tension_no_measurement_validation
blocked_low_depth,native_plus_branch_scatter_quadrature,POLY_DEG2,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-3.338416770520684,3.6072552328686274,-4.628170444786686,-1.762968435368597,1.6461330901301334,0.23885554570737558,1.4072775444227579,False,True,False,row_tension_no_measurement_validation
blocked_low_depth,native_plus_branch_scatter_quadrature,POLY_DEG2,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-1.2952284832263032,2.858729632292873,-3.424047545312119,-2.747513570614241,1.4346085217949236,0.9237054915877014,0.5109030302072222,False,True,False,row_tension_no_measurement_validation
blocked_mid_depth,native_plus_branch_scatter_quadrature,POLY_DEG2,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,-2.6302318915975462,0.7540706341914711,-0.8318591570401412,1.5689410888188025,1.2169578783280153,4.329016259046637,-3.1120583807186213,True,True,True,row_tension_no_measurement_validation
blocked_mid_depth,native_plus_branch_scatter_quadrature,POLY_DEG2,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-2.007748687805634,0.1245664256201136,0.1204987109106661,2.1289144795911157,0.9357563788324954,292.0884782630246,-291.15272188419215,True,False,True,row_tension_no_measurement_validation
blocked_mid_depth,native_plus_branch_scatter_quadrature,POLY_DEG2,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,-1.6966146364549797,1.181930994173572,-0.5895848867405231,0.029538648522499766,0.24883326719926177,0.0006245928373213691,0.2482086743619404,False,True,False,row_tension_no_measurement_validation
blocked_high_depth,native_plus_branch_scatter_quadrature,POLY_DEG2,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-2.0473717361223898,0.99302179774765,-0.25016607171315,0.6523190228917604,0.06346572630183632,0.4315215843340502,-0.36805585803221386,True,True,False,row_tension_no_measurement_validation
blocked_high_depth,native_plus_branch_scatter_quadrature,POLY_DEG2,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-4.080719582031634,1.716297107527695,0.1891039852902714,1.6643149356237883,0.012139936690379313,0.9403425323737974,-0.9282025956834181,True,False,False,row_tension_no_measurement_validation
blocked_high_depth,native_plus_branch_scatter_quadrature,POLY_DEG2,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-9.105166786437778,1.4180564310563466,-0.4020913606995655,7.122332916612401,0.08040118624430527,25.2265297869577,-25.146128600713393,True,False,True,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG3,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-17.178935653315392,3.6072552328686274,-4.628170444786686,12.07755044742611,1.6461330901301334,11.209957761342139,-9.563824671212005,True,True,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG3,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-1.9885702497233027,2.858729632292873,-3.424047545312119,-2.0541718041172414,1.4346085217949236,0.5163300016152469,0.9182785201796767,False,True,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG3,2,0.965,0.5722853512593028,mid_depth,-1.0612908027787438,-0.2294316457386025,0.31147097387657396,0.7540706341914711,-0.8318591570401412,-1.3727617766553177,1.2169578783280153,3.314105271405823,-2.0971473930778073,True,True,True,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG3,3,1.1925,0.6664206564248482,mid_depth,0.1211657917854815,0.0006670808748154,-1.0419422804437737,0.1245664256201136,0.1204987109106661,1.1631080722292553,0.9357563788324954,87.1842697356529,-86.24851335682041,True,False,True,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG3,4,1.42,0.7492942398266921,mid_depth,-1.66707598793248,-1.0774911011919568,-0.1749735891110049,1.181930994173572,-0.5895848867405231,-1.492102398821475,0.24883326719926177,1.5937236385290463,-1.3448903713297846,True,True,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG3,5,1.6475,0.8227137721205666,high_depth,-1.3950527132306294,-1.1448866415174794,-0.7827516546031035,0.99302179774765,-0.25016607171315,-0.6123010586275259,0.06346572630183632,0.3802003016284387,-0.3167345753266024,True,True,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG3,6,1.875,0.8881852892662213,high_depth,-2.4164046464078455,-2.605508631698117,-1.5388371592760492,1.716297107527695,0.1891039852902714,-0.8775674871317962,0.012139936690379313,0.26144245221641993,-0.2493025155260406,True,False,False,row_tension_no_measurement_validation
leave_one_out,native_plus_branch_scatter_quadrature,POLY_DEG3,8,2.33,1.0,high_depth,-1.9828338698253765,-1.580742509125811,-8.19267538026363,1.4180564310563466,-0.4020913606995655,6.209841510438253,0.08040118624430527,19.17670576018082,-19.096304573936514,True,False,True,row_tension_no_measurement_validation
blocked_low_depth,native_plus_branch_scatter_quadrature,POLY_DEG3,0,0.51,0.3416929010998006,low_depth,-5.101385205889281,-0.4732147611025956,-21.49681858192416,3.6072552328686274,-4.628170444786686,16.39543337603488,1.6461330901301334,20.65818000363285,-19.012046913502715,True,True,False,row_tension_no_measurement_validation
blocked_low_depth,native_plus_branch_scatter_quadrature,POLY_DEG3,1,0.7375,0.4647935960751178,low_depth,-4.042742053840544,-0.618694508528425,-6.6123563873388775,2.858729632292873,-3.424047545312119,2.5696143334983335,1.4346085217949236,0.8079597487866886,0.626648773008235,False,True,False,row_tension_no_measurement_validation
