AuditID,RouteID,ValidationMode,FoldID,ModelID,ParameterCount,TestN,MeanSquaredWhitenedResidual,ClaimBoundary
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_2,POLY_DEG2,3,1,0.017971454261599656,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_2,POLY_DEG3,4,1,0.025361751271926736,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_3,K1_NO_MEMORY,0,1,0.025951653141802502,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_3,K2_LOCKED_RHO4,0,1,0.017160285473866572,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_3,POLY_DEG2,3,1,0.9357043671440596,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_3,POLY_DEG3,4,1,0.9472907670350417,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_4,K1_NO_MEMORY,0,1,0.3369085003799014,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_4,K2_LOCKED_RHO4,0,1,0.3240484496882305,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_4,POLY_DEG2,3,1,0.07015476393095446,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_4,POLY_DEG3,4,1,0.07818210483834141,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_5,K1_NO_MEMORY,0,1,0.11299801197747789,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_5,K2_LOCKED_RHO4,0,1,0.06402694842336394,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_5,POLY_DEG2,3,1,0.041314383390289824,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_5,POLY_DEG3,4,1,0.06644404613191815,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_6,K1_NO_MEMORY,0,1,1.374412504364811,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_6,K2_LOCKED_RHO4,0,1,0.2502266125359977,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_6,POLY_DEG2,3,1,0.6614246961331494,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_6,POLY_DEG3,4,1,0.8758834194805475,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_7,K1_NO_MEMORY,0,1,1.2838298911539252,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_7,K2_LOCKED_RHO4,0,1,0.5100999755984533,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_7,POLY_DEG2,3,1,0.9599655920546519,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,leave_one_out,component_7,POLY_DEG3,4,1,11.877613150284413,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,blocked_depth,mid_depth,K1_NO_MEMORY,0,4,3.0775031074154366,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,blocked_depth,mid_depth,K2_LOCKED_RHO4,0,4,3.016718200009081,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,blocked_depth,mid_depth,POLY_DEG2,3,4,9.873544035610108,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,blocked_depth,mid_depth,POLY_DEG3,4,4,4727.664122141408,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,blocked_depth,high_depth,K1_NO_MEMORY,0,4,0.7770372269690289,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,blocked_depth,high_depth,K2_LOCKED_RHO4,0,4,0.2871004965615114,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,blocked_depth,high_depth,POLY_DEG2,3,4,32.35442849346705,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,blocked_depth,high_depth,POLY_DEG3,4,4,41.810700476085984,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_0,K1_NO_MEMORY,0,1,7.586557018531035,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_0,K2_LOCKED_RHO4,0,1,7.541187443016962,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_0,POLY_DEG2,3,1,0.3603452328644388,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_0,POLY_DEG3,4,1,27.79820028215152,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_1,K1_NO_MEMORY,0,1,4.80289017631987,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_1,K2_LOCKED_RHO4,0,1,4.63497483009159,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_1,POLY_DEG2,3,1,0.8714810123808068,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_1,POLY_DEG3,4,1,2.5340077718101512,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_2,K1_NO_MEMORY,0,1,0.16889353989015957,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_2,K2_LOCKED_RHO4,0,1,0.16471513518064557,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_2,POLY_DEG2,3,1,0.33046328992792734,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_2,POLY_DEG3,4,1,0.19728461406533349,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_3,K1_NO_MEMORY,0,1,0.12062272854119324,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_3,K2_LOCKED_RHO4,0,1,0.09253206972725626,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_3,POLY_DEG2,3,1,1.4576158450203414,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_3,POLY_DEG3,4,1,1.3756095934694215,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_4,K1_NO_MEMORY,0,1,0.5962764291826488,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_4,K2_LOCKED_RHO4,0,1,0.3545976032973697,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_4,POLY_DEG2,3,1,0.32357962166842696,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_4,POLY_DEG3,4,1,0.2247562398303991,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_5,K1_NO_MEMORY,0,1,0.3840100734675443,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_5,K2_LOCKED_RHO4,0,1,0.16651809871593717,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_5,POLY_DEG2,3,1,0.025682254869307378,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_5,POLY_DEG3,4,1,0.0027336302818705173,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_6,K1_NO_MEMORY,0,1,1.6190392514974996,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_6,K2_LOCKED_RHO4,0,1,0.4168309101476196,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_6,POLY_DEG2,3,1,0.6855061578270152,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_6,POLY_DEG3,4,1,0.5638545996039319,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_7,K1_NO_MEMORY,0,1,1.3463258250163974,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_7,K2_LOCKED_RHO4,0,1,0.56836615692024,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_7,POLY_DEG2,3,1,2.6660978995945785,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,leave_one_out,component_7,POLY_DEG3,4,1,11.162688520064025,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,blocked_depth,mid_depth,K1_NO_MEMORY,0,4,3.1697408658205646,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,blocked_depth,mid_depth,K2_LOCKED_RHO4,0,4,3.108352369504114,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,blocked_depth,mid_depth,POLY_DEG2,3,4,10.769985533942984,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,blocked_depth,mid_depth,POLY_DEG3,4,4,2793.182922237116,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,blocked_depth,high_depth,K1_NO_MEMORY,0,4,0.9864128947910225,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,blocked_depth,high_depth,K2_LOCKED_RHO4,0,4,0.37657819227029166,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,blocked_depth,high_depth,POLY_DEG2,3,4,32.902928068349894,weighted_polynomial_out_of_sample_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_OUT_OF_SAMPLE_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,blocked_depth,high_depth,POLY_DEG3,4,4,184.62871183654215,weighted_polynomial_out_of_sample_audit_no_measurement_validation
