Dataset,Mapping,Model,ParameterCount,rho,p,EnvelopeFraction,SignStableViolations,Chi2DiagProxy,AIC,BIC,DeltaAIC_vs_K2,DeltaBIC_vs_K2,MaxAbsDiagResidual,Status,Notes
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,3,,,1.0000000000,1,0.725208422944,6.72520842294,7.31688215495,1.14095702625,1.73263075825,0.798043646107,STRICT_GATE_WARNING,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,4,,,1.0000000000,0,0.588034892871,8.58803489287,9.37693320222,3.00378349617,3.79268180552,0.608232334089,NON_VIOLATING_DIAGNOSTIC,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,0,,,0.6666666667,2,5.7672386442,5.7672386442,5.7672386442,0.182987247501,0.182987247501,1.36903102369,STRICT_GATE_WARNING,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,1,4.000000,,0.6666666667,0,4.41263814662,6.41263814662,6.60986272396,0.82838674992,1.02561132726,0.98108520276,NON_VIOLATING_DIAGNOSTIC,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,0,4.000000,3,1.0000000000,0,2.3535307288,2.3535307288,2.3535307288,0,0,0.697405678324,NON_VIOLATING_DIAGNOSTIC,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_GRID_WITHIN_3_4,1,3.000000,3,1.0000000000,0,1.7717606705,3.7717606705,3.96898524783,1.4182299417,1.61545451904,0.598646535033,NON_VIOLATING_DIAGNOSTIC,best_bounded_grid_point_no_rho_gt_4
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,0,,,1.0000000000,0,1.39772148807,1.39772148807,1.39772148807,-0.955809240728,-0.955809240728,0.524487801033,NON_VIOLATING_DIAGNOSTIC,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,3,,,1.0000000000,0,0.459835941141,6.45983594114,7.05150967315,4.10630521234,4.69797894435,0.494932677972,NON_VIOLATING_DIAGNOSTIC,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,4,,,1.0000000000,0,0.452042069563,8.45204206956,9.24094037891,6.09851134077,6.88740965011,0.484642242696,NON_VIOLATING_DIAGNOSTIC,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,0,,,0.6666666667,2,5.7672386442,5.7672386442,5.7672386442,3.4137079154,3.4137079154,1.36903102369,STRICT_GATE_WARNING,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,1,4.000000,,1.0000000000,0,1.99182519417,3.99182519417,4.18904977151,1.63829446537,1.83551904271,0.606210245705,NON_VIOLATING_DIAGNOSTIC,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,0,4.000000,3,1.0000000000,0,2.00796312554,2.00796312554,2.00796312554,0,0,0.623069438471,NON_VIOLATING_DIAGNOSTIC,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_GRID_WITHIN_3_4,1,3.000000,3,1.0000000000,0,1.55827853675,3.55827853675,3.75550311408,1.55031541121,1.74753998855,0.558307788831,NON_VIOLATING_DIAGNOSTIC,best_bounded_grid_point_no_rho_gt_4
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,0,,,1.0000000000,0,1.39772148807,1.39772148807,1.39772148807,-0.610241637468,-0.610241637468,0.524487801033,NON_VIOLATING_DIAGNOSTIC,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,3,,,1.0000000000,0,0.459835941141,6.45983594114,7.05150967315,4.4518728156,5.04354654761,0.494932677972,NON_VIOLATING_DIAGNOSTIC,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,4,,,1.0000000000,0,0.452042069563,8.45204206956,9.24094037891,6.44407894403,7.23297725337,0.484642242696,NON_VIOLATING_DIAGNOSTIC,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,0,,,0.6666666667,2,5.7672386442,5.7672386442,5.7672386442,3.75927551866,3.75927551866,1.36903102369,STRICT_GATE_WARNING,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,1,4.000000,,1.0000000000,0,1.77428853452,3.77428853452,3.97151311185,1.76632540898,1.96354998631,0.58069128459,NON_VIOLATING_DIAGNOSTIC,fixed_alpha_1p2_coordinate_remap_control
