ProtocolID,FreezeID,EmpiricalRowID,EmpiricalIndex,FamilyID,ClockIndex,CoordinateID,RawPBValue,FrozenCoordinateValue,ParentProvenance,UsesTargetResiduals,UsesScoreOutcomes,CoordinateFreezeAuthorized,ObjectConstructionAuthorized,ScoringAuthorized,SurvivalClaimAuthorized,TauCoreValidationClaimAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.33,10,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,10,COORD_PB_INTERACTION,0.004789227541155049,0.03373153407387164,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.334,11,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,11,COORD_PB_INTERACTION,0.008295185430288697,0.054776682367886055,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.38,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,COORD_PB_INTERACTION,0.0478922754115505,0.2924653988381828,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.51,13,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,1,COORD_PB_INTERACTION,0.04147592715144357,0.2539501043280825,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.698,14,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,2,COORD_PB_INTERACTION,0.02394613770577524,0.14872436285800986,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.706,15,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,3,COORD_PB_INTERACTION,2.93255608933194e-18,0.00498332687783709,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.93,16,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,4,COORD_PB_INTERACTION,-0.020354217049908942,-0.11719655370530972,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.934,17,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,5,COORD_PB_INTERACTION,-0.03525453807872702,-0.20663843395487147,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_1.317,18,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,6,COORD_PB_INTERACTION,-0.04070843409981792,-0.2393764342884567,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_1.321,19,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,7,COORD_PB_INTERACTION,-0.035254538078727034,-0.20663843395487155,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_1.48,20,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,8,COORD_PB_INTERACTION,-0.004789227541155049,-0.023764880318197488,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_1.484,21,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,9,COORD_PB_INTERACTION,-1.7595336535991642e-18,0.004983326877837062,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_2.33,22,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,10,COORD_PB_INTERACTION,0.004789227541155049,0.03373153407387164,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_2.334,23,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,11,COORD_PB_INTERACTION,0.008295185430288697,0.054776682367886055,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.38,24,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,0,COORD_PB_INTERACTION,0.0478922754115505,0.2924653988381828,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.51,25,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,1,COORD_PB_INTERACTION,0.04147592715144357,0.2539501043280825,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.698,26,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,2,COORD_PB_INTERACTION,0.02394613770577524,0.14872436285800986,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.706,27,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,3,COORD_PB_INTERACTION,2.93255608933194e-18,0.00498332687783709,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.93,28,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,4,COORD_PB_INTERACTION,-0.020354217049908942,-0.11719655370530972,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.934,29,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,5,COORD_PB_INTERACTION,-0.03525453807872702,-0.20663843395487147,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_1.317,30,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,6,COORD_PB_INTERACTION,-0.04070843409981792,-0.2393764342884567,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_1.321,31,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,7,COORD_PB_INTERACTION,-0.035254538078727034,-0.20663843395487155,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_1.48,32,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,8,COORD_PB_INTERACTION,-0.004789227541155049,-0.023764880318197488,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_1.484,33,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,9,COORD_PB_INTERACTION,-1.7595336535991642e-18,0.004983326877837062,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_2.33,34,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,10,COORD_PB_INTERACTION,0.004789227541155049,0.03373153407387164,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PB_INTERACTION_COORDINATE_FREEZE_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_2.334,35,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,11,COORD_PB_INTERACTION,0.008295185430288697,0.054776682367886055,P*B interaction from frozen parent embedding columns TEMPLATE_P_MORPH_PROJECTION and TEMPLATE_B_BRANCH_RESPONSE,False,False,True,False,False,False,False,pb_interaction_coordinate_frozen_no_object_no_scoring
