PathID,Subset,Rows,ParameterCount,Scale,CoherentOffset,TargetRMS,PredictionRMS,PredictionToTargetRMSRatio,ResidualRMS,CosineTargetVsPrediction,Chi2DiagProxy,AIC,BIC,ClaimBoundary,LockedK2AIC,LockedK2BIC,LockedK2ResidualRMS,DeltaAICVsLockedK2,DeltaBICVsLockedK2,ViabilityLabel
LOCKED_K2_RHO4,low_depth,2,0,1.0,,4.602602216831088,0.27538952072669176,0.05983343937906036,4.336144602028613,0.9694754325730789,3.524412067330192,3.524412067330192,3.524412067330192,three_path_viability_preflight_no_measurement_validation,3.524412067330192,3.524412067330192,4.336144602028613,0.0,0.0,directional_backbone_not_full_amplitude
NORMALIZATION_SCALE_ONLY,low_depth,2,1,16.202903303472166,,4.602602216831088,4.462109775124131,0.9694754325730789,1.12850499383925,0.9694754325730789,0.23853699080535415,2.238536990805354,0.9316841713652995,three_path_viability_preflight_no_measurement_validation,3.524412067330192,3.524412067330192,4.336144602028613,-1.285875076524838,-2.5927278959648925,weak_or_unstable_normalization
SOURCE_COHERENT_SCALE_PLUS_OFFSET,low_depth,2,2,-14.553821693819893,-8.54492683387466,4.602602216831088,4.602602216831089,1.0000000000000002,1.7763568394002505e-15,1.0,6.286356406331265e-31,4.0,1.3862943611198906,three_path_viability_preflight_no_measurement_validation,3.524412067330192,3.524412067330192,4.336144602028613,0.47558793266980803,-2.138117706210301,not_preferred_over_locked_k2
AFTER_ALPHA_NORMALIZATION_SCALE_ONLY,low_depth,2,1,15.711027713739945,,4.461970389898665,4.326652392210615,0.9696730399658428,1.0905314471901353,0.9696730399658426,0.22275381619275875,2.2227538161927587,0.9159009967527041,three_path_viability_preflight_no_measurement_validation,3.524412067330192,3.524412067330192,4.336144602028613,-1.3016582511374333,-2.608511070577488,diagnostic_control
AFTER_ALPHA_SOURCE_COHERENT_SCALE_PLUS_OFFSET,low_depth,2,2,-14.010751104461436,-8.257394940342216,4.461970389898665,4.461970389898665,1.0,6.280369834735101e-16,1.0,6.062534073849632e-32,4.0,1.3862943611198906,three_path_viability_preflight_no_measurement_validation,3.524412067330192,3.524412067330192,4.336144602028613,0.47558793266980803,-2.138117706210301,diagnostic_control
LOCKED_K2_RHO4,mid_depth,3,0,1.0,,1.1431187845397355,0.3180181334204955,0.2782021761181556,0.8531772385962928,0.9351910548515222,4.292926310039731,4.292926310039731,4.292926310039731,three_path_viability_preflight_no_measurement_validation,4.292926310039731,4.292926310039731,0.8531772385962928,0.0,0.0,directional_backbone_not_full_amplitude
NORMALIZATION_SCALE_ONLY,mid_depth,3,1,3.3615519040883988,,1.1431187845397355,1.069034461934305,0.9351910548515221,0.40482820401305175,0.9351910548515221,2.5880638954397375,4.5880638954397375,3.6866761841078475,three_path_viability_preflight_no_measurement_validation,4.292926310039731,4.292926310039731,0.8531772385962928,0.29513758540000623,-0.6062501259318838,viable_if_normalization_source_is_derived
SOURCE_COHERENT_SCALE_PLUS_OFFSET,mid_depth,3,2,2.805609144104262,-0.25825985943791374,1.1431187845397355,1.085483596674643,0.9495807534224899,0.3583935224273479,0.9495807534224904,17.939603648197632,21.939603648197632,20.13682822553385,three_path_viability_preflight_no_measurement_validation,4.292926310039731,4.292926310039731,0.8531772385962928,17.6466773381579,15.843901915494119,not_preferred_over_locked_k2
AFTER_ALPHA_NORMALIZATION_SCALE_ONLY,mid_depth,3,1,3.364948514312544,,1.1304948891019326,1.0701146455777448,0.9465895475457178,0.3645179551210181,0.9465895475457179,3.360127140862912,5.360127140862912,4.458739429531022,three_path_viability_preflight_no_measurement_validation,4.292926310039731,4.292926310039731,0.8531772385962928,1.0672008308231806,0.16581311949129063,diagnostic_control
AFTER_ALPHA_SOURCE_COHERENT_SCALE_PLUS_OFFSET,mid_depth,3,2,2.928214024148342,-0.2028823759566799,1.1304948891019326,1.0802852972497716,0.955586184125036,0.33317018298695805,0.9555861841250362,15.503322990030124,19.503322990030124,17.700547567366343,three_path_viability_preflight_no_measurement_validation,4.292926310039731,4.292926310039731,0.8531772385962928,15.210396679990392,13.40762125732661,diagnostic_control
LOCKED_K2_RHO4,high_depth,3,0,1.0,,1.9762602429167608,0.9397777898673676,0.4755334188580095,1.0549676709320337,0.9895918682855094,1.843553353306489,1.843553353306489,1.843553353306489,three_path_viability_preflight_no_measurement_validation,1.843553353306489,1.843553353306489,1.0549676709320337,0.0,0.0,strong_at_this_depth_subset
NORMALIZATION_SCALE_ONLY,high_depth,3,1,2.0810143494478432,,1.9762602429167608,1.955691066006372,0.9895918682855094,0.28438882199600385,0.9895918682855094,0.13055154166974778,2.130551541669748,1.2291638303378576,three_path_viability_preflight_no_measurement_validation,1.843553353306489,1.843553353306489,1.0549676709320337,0.28699818836325885,-0.6143895229686314,viable_if_normalization_source_is_derived
SOURCE_COHERENT_SCALE_PLUS_OFFSET,high_depth,3,2,1.299709177779591,-0.77660895920184,1.9762602429167608,1.971984074426082,0.9978362320924051,0.12993597632420148,0.9978362320924052,0.03347389260926911,4.033473892609269,2.2306984699454886,three_path_viability_preflight_no_measurement_validation,1.843553353306489,1.843553353306489,1.0549676709320337,2.18992053930278,0.38714511663899964,not_preferred_over_locked_k2
AFTER_ALPHA_NORMALIZATION_SCALE_ONLY,high_depth,3,1,2.2054969503377397,,2.100366034789404,2.0726770495476208,0.986817066747816,0.33992253290350427,0.986817066747816,0.17617177964287628,2.176171779642876,1.2747840683109861,three_path_viability_preflight_no_measurement_validation,1.843553353306489,1.843553353306489,1.0549676709320337,0.33261842633638716,-0.5687692849955028,diagnostic_control
AFTER_ALPHA_SOURCE_COHERENT_SCALE_PLUS_OFFSET,high_depth,3,2,1.3204912871882508,-0.8796861352891346,2.100366034789404,2.092390628687136,0.9962028494223544,0.18286316490538196,0.9962028494223547,0.06629791256663607,4.066297912566636,2.2635224899028557,three_path_viability_preflight_no_measurement_validation,1.843553353306489,1.843553353306489,1.0549676709320337,2.222744559260147,0.4199691365963667,diagnostic_control
