TransformVariantID,SNMode,BAOMode,SubsetID,Rows,ModelID,ModelClass,ParameterCount,Chi2UnitProxy,AIC,MeanAbsResidual,TargetRMS,PredictionRMS,SignMatchFraction,ClaimBoundary
weighted_centered_sn__nearest_invvar_bao,weighted_centered_sn,nearest_invvar_bao,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,0.8209969614968287,0.8209969614968287,0.45490423279306796,1.8815775190661148,1.8795555797347352,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_invvar_bao,weighted_centered_sn,nearest_invvar_bao,high_depth,3,ZERO_RESPONSE_CONTROL,diagnostic_control,0,10.621001880764986,10.621001880764986,1.8007029289627872,1.8815775190661148,0.0,0.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,all_depth,8,K1_NO_MEMORY,fair_null,0,31.646274601507756,31.646274601507756,1.8125508845283207,2.1594294958684292,0.19570029632754368,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,all_depth,8,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,25.080960295828636,25.080960295828636,1.499854283681154,2.1594294958684292,0.6229598962602754,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,all_depth,8,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,19.066099128222447,19.066099128222447,1.1784071904240723,2.1594294958684292,1.2459197925205507,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,all_depth,8,ZERO_RESPONSE_CONTROL,diagnostic_control,0,37.30508598101263,37.30508598101263,1.9830190886672665,2.1594294958684292,0.0,0.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,all_depth,8,POLY_DEG2,overfit_risk_control,3,7.821831305109653,13.821831305109653,0.7566410304686315,2.1594294958684292,1.9197413457254866,0.875,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,K1_NO_MEMORY,fair_null,0,12.263524257703542,12.263524257703542,1.3807220268074791,1.5916907008514236,0.19017586893538005,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,6.476418430609701,6.476418430609701,0.9843667647624191,1.5916907008514236,0.7015403864041793,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,3.657868103231526,3.657868103231526,0.646763079555562,1.5916907008514236,1.4030807728083585,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,ZERO_RESPONSE_CONTROL,diagnostic_control,0,15.200875723061376,15.200875723061376,1.5375940656079843,1.5916907008514236,0.0,0.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,POLY_DEG2,overfit_risk_control,3,4.878918874402446,10.878918874402446,0.7300687268980693,1.5916907008514236,1.3116120392262136,0.8333333333333334,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,high_depth,3,K1_NO_MEMORY,fair_null,0,7.631768496325629,7.631768496325629,1.522002456966988,1.8176913921367244,0.24006671768037857,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,high_depth,3,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,2.615023961592687,2.615023961592687,0.8589207507437487,1.8176913921367244,0.9397777898673676,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,0.6171356980095113,0.6171356980095113,0.401645018297597,1.8176913921367244,1.8795555797347352,1.0,transform_variant_robustness_no_measurement_validation
weighted_centered_sn__nearest_equal_bao,weighted_centered_sn,nearest_equal_bao,high_depth,3,ZERO_RESPONSE_CONTROL,diagnostic_control,0,9.912005991143829,9.912005991143829,1.7474437144673167,1.8176913921367244,0.0,0.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,all_depth,8,K1_NO_MEMORY,fair_null,0,315.73395633553906,315.73395633553906,4.398603661709509,6.424877559169229,0.19570029632754368,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,all_depth,8,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,303.4858138750216,303.4858138750216,4.0859070608623425,6.424877559169229,0.6229598962602754,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,all_depth,8,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,282.9484790650903,282.9484790650903,3.6027422558762296,6.424877559169229,1.2459197925205507,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,all_depth,8,ZERO_RESPONSE_CONTROL,diagnostic_control,0,330.2324132025308,330.2324132025308,4.569071865848454,6.424877559169229,0.0,0.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,all_depth,8,POLY_DEG2,overfit_risk_control,3,14.65418567308707,20.65418567308707,1.2356956541934905,6.424877559169229,6.280706842480448,0.875,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,mid_high_memory_active,6,K1_NO_MEMORY,fair_null,0,28.461190564570167,28.461190564570167,1.984895775146856,2.3496832652911603,0.19017586893538005,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,mid_high_memory_active,6,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,18.753759457413935,18.753759457413935,1.588540513101796,2.3496832652911603,0.7015403864041793,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,10.287357196765392,10.287357196765392,1.0353132122562307,2.3496832652911603,1.4030807728083585,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,mid_high_memory_active,6,ZERO_RESPONSE_CONTROL,diagnostic_control,0,33.126068683135976,33.126068683135976,2.1417678139473613,2.3496832652911603,0.0,0.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,mid_high_memory_active,6,POLY_DEG2,overfit_risk_control,3,5.063213343109345,11.063213343109345,0.7147049438854465,2.3496832652911603,2.162670237616243,0.8333333333333334,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,high_depth,3,K1_NO_MEMORY,fair_null,0,15.55780588111111,15.55780588111111,2.2495837428038623,2.5029851166664137,0.24006671768037857,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,high_depth,3,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7.7930030758206,7.7930030758206,1.586502036580623,2.5029851166664137,0.9397777898673676,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,2.090296434848422,2.090296434848422,0.6979790728570551,2.5029851166664137,1.8795555797347352,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_invvar_bao,weighted_raw_sn,nearest_invvar_bao,high_depth,3,ZERO_RESPONSE_CONTROL,diagnostic_control,0,18.794803482760745,18.794803482760745,2.475025000304191,2.5029851166664137,0.0,0.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,all_depth,8,K1_NO_MEMORY,fair_null,0,254.50173038818446,254.50173038818446,4.093005939512722,5.78681125317353,0.19570029632754368,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,all_depth,8,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,242.84419511575902,242.84419511575902,3.7803093386655546,5.78681125317353,0.6229598962602754,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,all_depth,8,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,224.0001789102494,224.0001789102494,3.297144533679442,5.78681125317353,1.2459197925205507,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,all_depth,8,ZERO_RESPONSE_CONTROL,diagnostic_control,0,267.89747583884645,267.89747583884645,4.263474143651667,5.78681125317353,0.0,0.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,all_depth,8,POLY_DEG2,overfit_risk_control,3,12.999467752460054,18.999467752460056,1.1483660322587,5.78681125317353,5.644665712936285,0.875,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,mid_high_memory_active,6,K1_NO_MEMORY,fair_null,0,27.261526641914955,27.261526641914955,1.9634639860766085,2.3011900558050926,0.19017586893538005,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,mid_high_memory_active,6,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,17.962799793230882,17.962799793230882,1.5671087240315487,2.3011900558050926,0.7015403864041793,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,10.058652513917783,10.058652513917783,1.0138814231859836,2.3011900558050926,1.4030807728083585,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,mid_high_memory_active,6,ZERO_RESPONSE_CONTROL,diagnostic_control,0,31.772854037617478,31.772854037617478,2.1203360248771137,2.3011900558050926,0.0,0.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,mid_high_memory_active,6,POLY_DEG2,overfit_risk_control,3,5.315331046147063,11.315331046147062,0.7477661384231397,2.3011900558050926,2.099901703710219,0.8333333333333334,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,high_depth,3,K1_NO_MEMORY,fair_null,0,14.74598211793231,14.74598211793231,2.196324528308392,2.4448903354389646,0.24006671768037857,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,high_depth,3,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7.183233163095338,7.183233163095338,1.5332428220851522,2.4448903354389646,0.9397777898673676,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,1.7330938351900775,1.7330938351900775,0.6447198583615844,2.4448903354389646,1.8795555797347352,1.0,transform_variant_robustness_no_measurement_validation
weighted_raw_sn__nearest_equal_bao,weighted_raw_sn,nearest_equal_bao,high_depth,3,ZERO_RESPONSE_CONTROL,diagnostic_control,0,17.93246625696856,17.93246625696856,2.42176578580872,2.4448903354389646,0.0,0.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,all_depth,8,K1_NO_MEMORY,fair_null,0,50.42806264615044,50.42806264615044,2.1181486067251085,2.673704953851143,0.19570029632754368,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,all_depth,8,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,43.27214115237937,43.27214115237937,1.805452005877942,2.673704953851143,0.6229598962602754,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,all_depth,8,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,35.5639613803514,35.5639613803514,1.48400491262086,2.673704953851143,1.2459197925205507,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,all_depth,8,ZERO_RESPONSE_CONTROL,diagnostic_control,0,57.18958544198513,57.18958544198513,2.2886168108640543,2.673704953851143,0.0,0.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,all_depth,8,POLY_DEG2,overfit_risk_control,3,6.724162320568769,12.72416232056877,0.7405726662522318,2.673704953851143,2.511608625995917,0.875,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,mid_high_memory_active,6,K1_NO_MEMORY,fair_null,0,12.932971852385663,12.932971852385663,1.4021538158777265,1.6342110247561246,0.19017586893538005,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,mid_high_memory_active,6,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,6.737161766819655,6.737161766819655,1.0057985538326666,1.6342110247561246,0.7015403864041793,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,3.356356458106034,3.356356458106034,0.6681948686258093,1.6342110247561246,1.4030807728083585,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,mid_high_memory_active,6,ZERO_RESPONSE_CONTROL,diagnostic_control,0,16.023874040606778,16.023874040606778,1.5590258546782316,1.6342110247561246,0.0,0.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,mid_high_memory_active,6,POLY_DEG2,overfit_risk_control,3,4.534850728003171,10.534850728003171,0.6973674715339776,1.6342110247561246,1.3837764338097633,0.8333333333333334,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,high_depth,3,K1_NO_MEMORY,fair_null,0,8.290250923333403,8.290250923333403,1.575261671462459,1.8815775190661148,0.24006671768037857,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,high_depth,3,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,3.0714525381469255,3.0714525381469255,0.9121799652392194,1.8815775190661148,0.9397777898673676,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,0.8209969614968287,0.8209969614968287,0.45490423279306796,1.8815775190661148,1.8795555797347352,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_invvar_bao,unweighted_centered_sn,nearest_invvar_bao,high_depth,3,ZERO_RESPONSE_CONTROL,diagnostic_control,0,10.621001880764986,10.621001880764986,1.8007029289627872,1.8815775190661148,0.0,0.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,all_depth,8,K1_NO_MEMORY,fair_null,0,31.646274601507756,31.646274601507756,1.8125508845283207,2.1594294958684292,0.19570029632754368,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,all_depth,8,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,25.080960295828636,25.080960295828636,1.499854283681154,2.1594294958684292,0.6229598962602754,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,all_depth,8,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,19.066099128222447,19.066099128222447,1.1784071904240723,2.1594294958684292,1.2459197925205507,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,all_depth,8,ZERO_RESPONSE_CONTROL,diagnostic_control,0,37.30508598101263,37.30508598101263,1.9830190886672665,2.1594294958684292,0.0,0.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,all_depth,8,POLY_DEG2,overfit_risk_control,3,7.821831305109653,13.821831305109653,0.7566410304686315,2.1594294958684292,1.9197413457254866,0.875,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,K1_NO_MEMORY,fair_null,0,12.263524257703542,12.263524257703542,1.3807220268074791,1.5916907008514236,0.19017586893538005,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,6.476418430609701,6.476418430609701,0.9843667647624191,1.5916907008514236,0.7015403864041793,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,3.657868103231526,3.657868103231526,0.646763079555562,1.5916907008514236,1.4030807728083585,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,ZERO_RESPONSE_CONTROL,diagnostic_control,0,15.200875723061376,15.200875723061376,1.5375940656079843,1.5916907008514236,0.0,0.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,mid_high_memory_active,6,POLY_DEG2,overfit_risk_control,3,4.878918874402446,10.878918874402446,0.7300687268980693,1.5916907008514236,1.3116120392262136,0.8333333333333334,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,high_depth,3,K1_NO_MEMORY,fair_null,0,7.631768496325629,7.631768496325629,1.522002456966988,1.8176913921367244,0.24006671768037857,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,high_depth,3,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,2.615023961592687,2.615023961592687,0.8589207507437487,1.8176913921367244,0.9397777898673676,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,0.6171356980095113,0.6171356980095113,0.401645018297597,1.8176913921367244,1.8795555797347352,1.0,transform_variant_robustness_no_measurement_validation
unweighted_centered_sn__nearest_equal_bao,unweighted_centered_sn,nearest_equal_bao,high_depth,3,ZERO_RESPONSE_CONTROL,diagnostic_control,0,9.912005991143829,9.912005991143829,1.7474437144673167,1.8176913921367244,0.0,0.0,transform_variant_robustness_no_measurement_validation
