Dataset,Mapping,Subset,N,Model,ParameterCount,Chi2DiagProxy,AIC,BIC,MaxAbsDiagResidual,EnvelopeFraction,SignStableViolations,Status
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_unstable_only,4,POLY_DEG3,4,0.0240643605383,8.02406436054,5.56924180502,0.112459842599,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_unstable_only,4,SIGN_RANDOMIZED_CONTROL,0,3.86660759657,3.86660759657,3.86660759657,1.27658342682,0.2500000000,0,ENVELOPE_TENSION
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_unstable_only,4,COORDINATE_REMAP_CONTROL,1,0.775700552843,2.77570055284,2.16199491396,0.58069128459,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,low_depth,3,K2_LOCKED_RHO4,0,0.889444534928,0.889444534928,0.889444534928,0.614088671826,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,low_depth,3,K1_NO_MEMORY,0,0.747445278171,0.747445278171,0.747445278171,0.524487801033,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,low_depth,3,POLY_DEG2,3,0.0121164658031,6.0121164658,3.30795333181,0.103749990388,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,low_depth,3,POLY_DEG3,4,0.0113558672507,8.01135586725,4.40580502192,0.100694998366,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,low_depth,3,SIGN_RANDOMIZED_CONTROL,0,0,0,0,0,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,low_depth,3,COORDINATE_REMAP_CONTROL,1,0.813544394817,2.81354439482,1.91215668349,0.57005942997,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,mid_depth,3,K2_LOCKED_RHO4,0,0.980593739193,0.980593739193,0.980593739193,0.697405678324,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,mid_depth,3,K1_NO_MEMORY,0,0.332578270233,0.332578270233,0.332578270233,0.497628572821,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,mid_depth,3,POLY_DEG2,3,0.435039646147,6.43503964615,3.73087651215,0.494932677972,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,mid_depth,3,POLY_DEG3,4,0.42657261744,8.42657261744,4.82102177211,0.484642242696,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,mid_depth,3,SIGN_RANDOMIZED_CONTROL,0,1.90063104763,1.90063104763,1.90063104763,1.36903102369,1.0000000000,2,STRICT_GATE_WARNING
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,mid_depth,3,COORDINATE_REMAP_CONTROL,1,0.739477019672,2.73947701967,1.83808930834,0.606210245705,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,high_depth,3,K2_LOCKED_RHO4,0,0.483492454676,0.483492454676,0.483492454676,0.58069128459,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,high_depth,3,K1_NO_MEMORY,0,0.317697939664,0.317697939664,0.317697939664,0.370095835962,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,high_depth,3,POLY_DEG2,3,0.0126798291912,6.01267982919,3.3085166952,0.106729782674,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,high_depth,3,POLY_DEG3,4,0.0141135848722,8.01411358487,4.40856273954,0.112459842599,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,high_depth,3,SIGN_RANDOMIZED_CONTROL,0,3.86660759657,3.86660759657,3.86660759657,1.27658342682,0.0000000000,0,ENVELOPE_TENSION
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,high_depth,3,COORDINATE_REMAP_CONTROL,1,0.438803779682,2.43880377968,1.53741606835,0.58069128459,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,all_points,9,K2_LOCKED_RHO4,0,2.00796312554,2.00796312554,2.00796312554,0.623069438471,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,all_points,9,K1_NO_MEMORY,0,1.39772148807,1.39772148807,1.39772148807,0.524487801033,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,all_points,9,POLY_DEG2,3,0.459835941141,6.45983594114,7.05150967315,0.494932677972,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,all_points,9,POLY_DEG3,4,0.452042069563,8.45204206956,9.24094037891,0.484642242696,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,all_points,9,SIGN_RANDOMIZED_CONTROL,0,5.7672386442,5.7672386442,5.7672386442,1.36903102369,0.6666666667,2,STRICT_GATE_WARNING
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,all_points,9,COORDINATE_REMAP_CONTROL,1,1.77428853452,3.77428853452,3.97151311185,0.58069128459,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_stable_only,5,K2_LOCKED_RHO4,0,1.22228704801,1.22228704801,1.22228704801,0.623069438471,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_stable_only,5,K1_NO_MEMORY,0,0.832389351916,0.832389351916,0.832389351916,0.524487801033,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_stable_only,5,POLY_DEG2,3,0.438818559896,6.4388185599,5.2671322972,0.494932677972,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_stable_only,5,POLY_DEG3,4,0.427977709024,8.42797770902,6.86572935876,0.484642242696,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_stable_only,5,SIGN_RANDOMIZED_CONTROL,0,1.90063104763,1.90063104763,1.90063104763,1.36903102369,1.0000000000,2,STRICT_GATE_WARNING
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_stable_only,5,COORDINATE_REMAP_CONTROL,1,1.06542498787,3.06542498787,2.67486290031,0.539626844981,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_unstable_only,4,K2_LOCKED_RHO4,0,0.785676077527,0.785676077527,0.785676077527,0.58069128459,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_unstable_only,4,K1_NO_MEMORY,0,0.565332136152,0.565332136152,0.565332136152,0.497628572821,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_unstable_only,4,POLY_DEG2,3,0.021017381245,6.02101738124,4.1799004646,0.106729782674,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_unstable_only,4,POLY_DEG3,4,0.0240643605383,8.02406436054,5.56924180502,0.112459842599,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_unstable_only,4,SIGN_RANDOMIZED_CONTROL,0,3.86660759657,3.86660759657,3.86660759657,1.27658342682,0.2500000000,0,ENVELOPE_TENSION
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,sign_unstable_only,4,COORDINATE_REMAP_CONTROL,1,0.708863546642,2.70886354664,2.09515790776,0.58069128459,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,low_depth,3,K2_LOCKED_RHO4,0,0.794911221889,0.794911221889,0.794911221889,0.561357267655,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,low_depth,3,K1_NO_MEMORY,0,0.747445278171,0.747445278171,0.747445278171,0.524487801033,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,low_depth,3,POLY_DEG2,3,0.0121164658031,6.0121164658,3.30795333181,0.103749990388,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,low_depth,3,POLY_DEG3,4,0.0113558672507,8.01135586725,4.40580502192,0.100694998366,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,low_depth,3,SIGN_RANDOMIZED_CONTROL,0,0,0,0,0,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,low_depth,3,COORDINATE_REMAP_CONTROL,1,0.766882863152,2.76688286315,1.86549515182,0.539626844981,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,mid_depth,3,K2_LOCKED_RHO4,0,0.762077639941,0.762077639941,0.762077639941,0.623069438471,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,mid_depth,3,K1_NO_MEMORY,0,0.332578270233,0.332578270233,0.332578270233,0.497628572821,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,mid_depth,3,POLY_DEG2,3,0.435039646147,6.43503964615,3.73087651215,0.494932677972,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,mid_depth,3,POLY_DEG3,4,0.42657261744,8.42657261744,4.82102177211,0.484642242696,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,mid_depth,3,SIGN_RANDOMIZED_CONTROL,0,1.90063104763,1.90063104763,1.90063104763,1.36903102369,1.0000000000,2,STRICT_GATE_WARNING
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,mid_depth,3,COORDINATE_REMAP_CONTROL,1,0.59289633254,2.59289633254,1.69150862121,0.542544198954,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,high_depth,3,K2_LOCKED_RHO4,0,0.450974263706,0.450974263706,0.450974263706,0.58069128459,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,high_depth,3,K1_NO_MEMORY,0,0.317697939664,0.317697939664,0.317697939664,0.370095835962,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,high_depth,3,POLY_DEG2,3,0.0126798291912,6.01267982919,3.3085166952,0.106729782674,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,high_depth,3,POLY_DEG3,4,0.0141135848722,8.01411358487,4.40856273954,0.112459842599,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,high_depth,3,SIGN_RANDOMIZED_CONTROL,0,3.86660759657,3.86660759657,3.86660759657,1.27658342682,0.0000000000,0,ENVELOPE_TENSION
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,high_depth,3,COORDINATE_REMAP_CONTROL,1,0.414509338824,2.41450933882,1.51312162749,0.58069128459,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
