Dataset,MappingID,ModelID,z,x,target_median,target_p16,target_p84,sigma_diag,prediction,residual,residual_over_sigma,chi2_contribution,inside_envelope,sign_stable,sign_violation,ContributionRank,Notes
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,1.647500,0.666666666667,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.310331102116,-0.265789488729,-0.484642242696,0.234878103405,True,True,False,1,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,1.875000,0.777777777778,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.748064190385,0.159988745025,0.112459842599,0.0126472161975,True,False,False,3,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,2.102500,0.888888888889,1.4661832035,-1.3295343582,3.993474715,2.6615045366,1.37516500573,0.091018197767,0.0341980246569,0.00116950489043,True,False,False,6,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,2.19476883859,-0.0723103546857,-0.017229735466,0.00029686378423,True,False,False,8,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,0.510000,0.111111111111,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,0.77581190138,0,0,0,True,True,False,6,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,0.737500,0.222222222222,0.53504858915,-1.584570728,1.2890253832,1.4367980556,0.53504858915,0,0,0,True,True,False,7,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,0.965000,0.333333333333,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.09057477964,0,0,0,True,True,False,8,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,1.192500,0.444444444444,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,-0.07624797832,0,0,0,True,False,False,9,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,1.420000,0.555555555556,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,-0.15596491319,0.31192982638,1.36903102369,1.87424594382,True,True,True,1,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,1.647500,0.666666666667,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,-0.044541613387,0.089083226774,0.162434921775,0.0263851038121,True,True,True,5,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,1.875000,0.777777777778,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,-0.90805293541,1.81610587082,1.27658342682,1.62966524563,False,False,False,2,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,2.102500,0.888888888889,1.4661832035,-1.3295343582,3.993474715,2.6615045366,-1.4661832035,2.932366407,1.10177020804,1.21389759133,False,False,False,3,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,SIGN_RANDOMIZED_CONTROL,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,-2.1224584839,4.2449169678,1.01145675123,1.0230447596,False,False,False,4,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,0.510000,0.111111111111,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,2.00196741945,-1.22615551807,-0.525746255271,0.276409124932,True,True,False,5,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,0.737500,0.222222222222,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.19686141228,-0.661812823132,-0.460616452363,0.212167516187,True,True,False,6,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,0.965000,0.333333333333,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.646981859948,-0.556407080308,-0.57005942997,0.324967753698,True,True,False,4,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,1.192500,0.444444444444,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.311708031132,-0.387956009452,-0.580428094739,0.336896773162,True,False,False,3,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,1.420000,0.555555555556,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.198645608799,-0.0426806956091,-0.187321607169,0.0350893845124,True,True,False,8,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,1.647500,0.666666666667,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.377001925496,-0.332460312109,-0.606210245705,0.367490861998,True,True,False,1,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,1.875000,0.777777777778,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.999110326258,-0.0910573908483,-0.0640063764531,0.00409681622665,True,False,False,9,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,2.102500,0.888888888889,1.4661832035,-1.3295343582,3.993474715,2.6615045366,2.29725731346,-0.831074109959,-0.312257258453,0.0975045954566,True,False,False,7,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,COORDINATE_REMAP_CONTROL,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,4.5595239185,-2.4370654346,-0.58069128459,0.337202367998,True,False,False,2,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,0.510000,0,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,1.9990324283,-1.22322052692,-0.524487801033,0.275087453432,True,True,False,5,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,0.737500,0.125,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.18511323611,-0.650064646961,-0.452439815343,0.204701786508,True,True,False,6,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,0.965000,0.25,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.638488105663,-0.547913326022,-0.561357267655,0.315121981949,True,True,False,4,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,1.192500,0.375,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.310442154938,-0.386690133258,-0.578534194168,0.334701813821,True,False,False,3,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,1.420000,0.5,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.20105350005,-0.04508858686,-0.19788961813,0.0391603009635,True,True,False,8,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,1.647500,0.625,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.386247913219,-0.341706299832,-0.623069438471,0.388215525157,True,True,False,1,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,1.875000,0.75,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,1.02539815383,-0.117345218421,-0.0824847072299,0.0068037269268,True,False,False,9,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,2.102500,0.875,1.4661832035,-1.3295343582,3.993474715,2.6615045366,2.33665457281,-0.870471369314,-0.327059885619,0.106968168781,True,False,False,7,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K2_LOCKED_RHO4,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,4.5595239185,-2.4370654346,-0.58069128459,0.337202367998,True,False,False,2,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,0.510000,0,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,1.9990324283,-1.22322052692,-0.524487801033,0.275087453432,True,True,False,1,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,0.737500,0.125,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.1759263118,-0.64087772265,-0.446045789213,0.198956846075,True,True,False,4,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,0.965000,0.25,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.6009299818,-0.51035520216,-0.522877594341,0.273400978664,True,True,False,2,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,1.192500,0.375,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.2563651344,-0.33261311272,-0.497628572821,0.247634196488,True,False,False,3,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,1.420000,0.5,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.1340356667,0.02192924649,0.0962454251949,0.00926318187095,True,True,False,9,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,1.647500,0.625,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.195413964,-0.150872350613,-0.27510160282,0.0756808918739,True,True,False,8,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,1.875000,0.75,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.3815434991,0.52650943631,0.370095835962,0.136970927797,True,False,False,5,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,2.102500,0.875,1.4661832035,-1.3295343582,3.993474715,2.6615045366,0.6350144062,0.8311687973,0.312292835075,0.0975268148392,True,False,False,6,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,K1_NO_MEMORY,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,0.9119047837,1.2105537002,0.288444443573,0.0832001970281,True,False,False,7,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,0.510000,0,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,0.861225215208,-0.0854133138278,-0.0366231927625,0.00134125824812,True,True,False,6,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,0.737500,0.125,0.53504858915,-1.584570728,1.2890253832,1.4367980556,0.385980804692,0.149067784458,0.103749990388,0.0107640605054,True,True,False,4,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,0.965000,0.25,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.0938335404024,-0.00325876076236,-0.00333871974019,1.11470495035e-05,True,True,False,9,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,1.192500,0.375,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,-0.0152165776625,-0.0610314006575,-0.0913101968774,0.0083375520538,True,False,False,5,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,1.420000,0.5,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.0588304504978,0.0971344626922,0.426314131092,0.181743738369,True,True,False,2,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,1.647500,0.625,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.315974624883,-0.271433011496,-0.494932677972,0.244958355724,True,True,False,1,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,1.875000,0.75,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.756215945494,0.151836989916,0.106729782674,0.0113912465095,True,False,False,3,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,2.102500,0.875,1.4661832035,-1.3295343582,3.993474715,2.6615045366,1.37955441233,0.0866287911698,0.0325488046248,0.0010594246825,True,False,False,7,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG2,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,2.18599002539,-0.0635315414914,-0.0151379654878,0.000229157999111,True,False,False,8,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,0.510000,0,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,0.852446402013,-0.0766345006334,-0.0328590469469,0.00107971696626,True,True,False,7,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,0.737500,0.125,0.53504858915,-1.584570728,1.2890253832,1.4367980556,0.39037021129,0.14467837786,0.100694998366,0.0101394826959,True,True,False,4,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,0.965000,0.25,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.101985295511,-0.0114105158714,-0.011690491375,0.000136667588589,True,True,False,9,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,1.192500,0.375,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,-0.00957305489472,-0.0666749234253,-0.0997535747036,0.00995077566614,True,False,False,5,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,1.420000,0.5,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.0588304504978,0.0971344626922,0.426314131092,0.181743738369,True,True,False,2,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,1.647500,0.625,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.310331102116,-0.265789488729,-0.484642242696,0.234878103405,True,True,False,1,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,1.875000,0.75,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.748064190385,0.159988745025,0.112459842599,0.0126472161975,True,False,False,3,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,2.102500,0.875,1.4661832035,-1.3295343582,3.993474715,2.6615045366,1.37516500573,0.091018197767,0.0341980246569,0.00116950489043,True,False,False,6,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,POLY_DEG3,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,2.19476883859,-0.0723103546857,-0.017229735466,0.00029686378423,True,False,False,8,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,0.510000,0,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,0.77581190138,0,0,0,True,True,False,6,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,0.737500,0.125,0.53504858915,-1.584570728,1.2890253832,1.4367980556,0.53504858915,0,0,0,True,True,False,7,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,0.965000,0.25,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.09057477964,0,0,0,True,True,False,8,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,1.192500,0.375,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,-0.07624797832,0,0,0,True,False,False,9,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,1.420000,0.5,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,-0.15596491319,0.31192982638,1.36903102369,1.87424594382,True,True,True,1,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,1.647500,0.625,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,-0.044541613387,0.089083226774,0.162434921775,0.0263851038121,True,True,True,5,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,1.875000,0.75,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,-0.90805293541,1.81610587082,1.27658342682,1.62966524563,False,False,False,2,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,2.102500,0.875,1.4661832035,-1.3295343582,3.993474715,2.6615045366,-1.4661832035,2.932366407,1.10177020804,1.21389759133,False,False,False,3,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,SIGN_RANDOMIZED_CONTROL,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,-2.1224584839,4.2449169678,1.01145675123,1.0230447596,False,False,False,4,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,0.510000,0,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,1.9990324283,-1.22322052692,-0.524487801033,0.275087453432,True,True,False,5,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,0.737500,0.125,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.17856456301,-0.643515973861,-0.447881991037,0.200598277896,True,True,False,6,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,0.965000,0.25,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.617278104742,-0.526703325102,-0.539626844981,0.291197131824,True,True,False,3,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,1.192500,0.375,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.286386574151,-0.362634552471,-0.542544198954,0.294354207818,True,False,False,2,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,1.420000,0.5,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.178250947334,-0.0222860341441,-0.0978113330563,0.00956705687425,True,True,False,8,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,1.647500,0.625,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.339354676573,-0.294813063186,-0.53756401279,0.288975067847,True,True,False,4,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,1.875000,0.75,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.923325531196,-0.0152725957864,-0.0107354659102,0.000115250228308,True,False,False,9,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,2.102500,0.875,1.4661832035,-1.3295343582,3.993474715,2.6615045366,2.20563960243,-0.739456398931,-0.277833980278,0.077191720597,True,False,False,7,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,likelihood_native_index,COORDINATE_REMAP_CONTROL,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,4.5595239185,-2.4370654346,-0.58069128459,0.337202367998,True,False,False,1,fixed_alpha_1p2_coordinate_remap_control
