CovarianceModel,RhoSNBAO,GridIndex,z_grid,SignStable,SNStandardizedResidual,BAOStandardizedResidual,SNMinusBAO,ContrastSigma,AbsContrastOverSigma,JointChi2Proxy,OppositeSign,ReadyForK2Scoring,ClaimBoundary
WITHIN_ROW_SN_BAO_CORR,0.5,2,0.965,True,1.28009254511743,2.3413833478961736,-1.0612908027787435,1.0,1.0612908027787435,5.498034049288976,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.5,3,1.1925,False,1.7820506209377074,1.6608848291522258,0.12116579178548159,1.0,0.12116579178548159,3.9659493202609926,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.5,4,1.42,True,-0.340120582692041,1.3269554052404389,-1.66707598793248,1.0,1.66707598793248,3.1037566718724294,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.5,5,1.6475,True,-0.0680973079901905,1.3269554052404389,-1.3950527132306294,1.0,1.3950527132306294,2.4744133090296456,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.5,6,1.875,False,-1.0894492411674068,1.3269554052404389,-2.4164046464078455,1.0,2.4164046464078455,5.8578144745056555,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.5,8,2.33,False,0.0078375424270572,1.9906714122524336,-1.9828338698253765,1.0,1.9828338698253765,5.262976169304714,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.75,0,0.51,True,-2.783324502476582,2.3180607034126988,-5.101385205889281,0.7071067811865476,7.214448145058085,52.11011072422329,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.75,1,0.7375,True,-3.5097816640421167,0.5329603897984276,-4.042742053840544,0.7071067811865476,5.717300641717358,35.219373741721675,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.75,2,0.965,True,1.28009254511743,2.3413833478961736,-1.0612908027787435,0.7071067811865476,1.5008918469115287,5.999844234319408,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.75,3,1.1925,False,1.7820506209377074,1.6608848291522258,0.12116579178548159,0.7071067811865476,0.1713543060387026,3.4161635877654257,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.75,4,1.42,True,-0.340120582692041,1.3269554052404389,-1.66707598793248,0.7071067811865476,2.3576014716406393,5.836525546794715,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.75,5,1.6475,True,-0.0680973079901905,1.3269554052404389,-1.3950527132306294,0.7071067811865476,1.9729024672761402,4.345122347959286,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.75,6,1.875,False,-1.0894492411674068,1.3269554052404389,-2.4164046464078455,0.7071067811865476,3.417312223131338,11.694139738355046,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.75,8,2.33,False,0.0078375424270572,1.9906714122524336,-1.9828338698253765,0.7071067811865476,2.8041505506397755,9.004414036920243,False,False,preflight_only_no_measurement_validation
