FamilyID,z,OmegaCentral,OmegaMeanBootstrap,OmegaP16,OmegaP50,OmegaP84,OmegaSigmaBootstrap,Source,ClaimBoundary
PILOT_SN_BAO_POLY_D5_H3,1.3615478260869565,0.2717738808121582,0.33186534205203877,-0.8161680280313215,0.2936950817678107,1.4438973136697761,1.1140865085368568,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.4433434782608696,0.11842767171704517,0.21297470954499242,-0.9330259515559806,0.22789296169573048,1.4900604435027627,1.2125661112919228,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.5251391304347828,-0.1190295483932483,0.025420794677455866,-1.285981882316373,-0.08707526547504028,1.4188096429941268,1.4444331274026234,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.6069347826086957,-0.4584144164136576,-0.24514329896256967,-2.0170581582865603,-0.338270592993578,1.61969479308671,1.9037174067363882,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.6887304347826086,-0.9199774326834104,-0.6165250402642248,-3.2229401852701085,-0.8704281698517435,1.7929028615700282,2.648879818313162,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.7705260869565218,-1.5269943296171566,-1.1121021421585042,-4.670333253400739,-1.3547580322817279,2.525232866897336,3.7141910480891855,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.852321739130435,-2.30661205856798,-1.7640386797180456,-6.776402098024482,-2.5066257531462903,3.752621328094666,5.136435567319835,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.9341173913043477,-3.2910528870081106,-2.6181505541847265,-9.36309283252005,-3.472834709544119,5.478560944521109,6.9674993373214935,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,2.015913043478261,-4.5193297468553135,-3.74138496373425,-12.846968238937633,-4.933940524743847,7.3030573828764345,9.281941508409062,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,2.097708695652174,-6.039707307951245,-5.233801942377937,-17.610765690250954,-6.52380452208826,8.796959845754328,12.190346789367641,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,2.179504347826087,-7.913279585679132,-7.24910233989433,-23.56237813613241,-8.137069282985138,11.048057491018772,15.868177431256175,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,2.2613,-10.219269699299012,-10.033222433313938,-32.061372452366754,-10.417520762950247,13.068809166461227,20.620012552389092,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
