FamilyID,z_i,z_j,Covariance,Samples,Source,ClaimBoundary
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,1.317,0.15049422297248616,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,1.321,0.15042587937652,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,1.48,0.14806365695246848,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,1.484,0.14801186291575746,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,2.33,0.14119287785065002,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,2.334,0.14117209798967773,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,0.38,0.10474807903996426,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,0.51,0.10449599749873159,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,0.698,0.10952380666401618,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,0.706,0.1098141470265751,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,0.93,0.1189796855386358,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,0.934,0.11915233703601687,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,1.317,0.13507243342949876,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,1.321,0.13522596753263805,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,1.48,0.1410532761141572,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,1.484,0.14119287785065002,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,2.33,0.16417392091852556,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.33,2.334,0.16425824042675619,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.334,0.38,0.10438859876436773,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.334,0.51,0.10421184482704643,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.334,0.698,0.10931885146169813,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2.334,0.706,0.10961204158636749,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
