FamilyID,BootstrapIndex,z,Omega_R_plus_3Omega_Q,ClaimBoundary
LOCAL_BEST_SCORE_Q20,14,0.934,1.4502136803061723,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,14,1.317,1.3414730831183184,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,14,1.321,1.3406125865793785,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,14,1.48,1.309587021752343,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,14,1.484,1.3088788715274,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,14,2.33,1.2080526136439675,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,14,2.334,1.2077314861722197,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,0.38,2.478421993802278,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,0.51,2.1979888695363545,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,0.698,1.9401059146373247,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,0.706,1.9315726067247283,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,0.93,1.7427883958186177,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,0.934,1.7401101381140032,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,1.317,1.550166245546008,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,1.321,1.5486955532983782,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,1.48,1.495992068652244,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,1.484,1.4947964360477974,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,2.33,1.3277145629782714,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,17,2.334,1.3271920500690122,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,0.38,2.7075110363135972,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,0.51,2.4206819269951256,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,0.698,2.140962632963415,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,0.706,2.1314416510899803,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,0.93,1.9164771431907293,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,0.934,1.9133682228966349,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,1.317,1.6887795172191244,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,1.321,1.687009712124025,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,1.48,1.6232851828386061,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,1.484,1.6218327417644325,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,2.33,1.4160989152238368,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,19,2.334,1.4154474627675513,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,0.38,1.4549799146584477,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,0.51,1.389988991762204,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,0.698,1.3228495646605063,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,0.706,1.3204935550381205,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,0.93,1.2659668435632532,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,0.934,1.2651589008168123,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,1.317,1.2052342794103565,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,1.321,1.2047494744321126,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,1.48,1.187155256901501,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,1.484,1.1867511413412246,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,2.33,1.1280425585085296,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,26,2.334,1.1278518525169208,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,0.38,2.033215926658232,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,0.51,1.8476681911849466,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,0.698,1.672480666754237,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,0.706,1.6666089299928848,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,0.93,1.5354934106987732,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,0.934,1.533616736942876,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,1.317,1.3993726182173025,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,1.321,1.3983245916665898,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,1.48,1.3606820570193638,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,1.484,1.3598262156530314,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,2.33,1.2394528928975534,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,28,2.334,1.2390740943152634,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,0.38,1.7838167064149788,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,0.51,1.6567210897450686,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,0.698,1.5316254952038972,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,0.706,1.527343389140729,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,0.93,1.4301632235459594,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,0.934,1.4287502363769828,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,1.317,1.3260156977628774,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,1.321,1.3252005514853369,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,1.48,1.2957874923304324,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,1.484,1.2951156526182481,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,2.33,1.1992262968711074,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,30,2.334,1.198920258641051,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,0.38,1.6695219269273085,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,0.51,1.562999800935049,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,0.698,1.4571795510382723,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,0.706,1.453540861466464,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,0.93,1.3706870215436067,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,0.934,1.3694785731917944,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,1.317,1.2813556116719964,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,1.321,1.2806545003123961,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,1.48,1.2553376694321188,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,1.484,1.2547590208983943,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,2.33,1.1720197606195824,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,31,2.334,1.1717554066070517,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,0.38,0.7062593040883142,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,0.51,0.9191129483412813,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,0.698,1.2052447523635101,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,0.706,1.2167567317059147,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,0.93,1.5138640923318263,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,0.934,1.5187066637617102,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,1.317,1.9057952070377875,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,1.321,1.9090677853923808,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,1.48,2.027479899707279,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,1.484,2.0301771236664665,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,2.33,2.371189183357667,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,35,2.334,2.3720068190066965,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,0.38,2.223583006988399,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,0.51,2.0115364355940226,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,0.698,1.808829246500075,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,0.706,1.8019903044852406,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,0.93,1.6484659285597776,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,0.934,1.646256793817186,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,1.317,1.4873015925413713,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,1.321,1.4860530009545632,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,1.48,1.4411251150758355,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,1.484,1.440101744245511,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,2.33,1.2952359643677978,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,39,2.334,1.2947771080236776,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,0.38,2.023445911933046,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,0.51,1.833490837752307,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,0.698,1.6563378817819738,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,0.706,1.6504381214058448,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,0.93,1.5193598150945913,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,0.934,1.5174930322337519,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,1.317,1.3846815497655067,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,1.321,1.3836504693766785,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,1.48,1.346680231967537,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,1.484,1.3458411076671397,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,2.33,1.2284927414522122,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,40,2.334,1.2281258957899348,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,0.38,3.024423171423153,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,0.51,2.650547539332033,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,0.698,2.3002114453743454,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,0.706,2.288524341758011,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,0.93,2.0286634588213963,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,0.934,2.0249606374447104,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,1.317,1.761509473338585,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,1.321,1.7594645533643851,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,1.48,1.6861515751323053,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,1.484,1.6844877483328746,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,2.33,1.451972714927211,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,48,2.334,1.4512462818480425,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,0.38,1.791139789348114,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,0.51,1.6467614387835876,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,0.698,1.510226262155508,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,0.706,1.5056507573991096,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,0.93,1.403585799067485,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,0.934,1.4021271448654313,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,1.317,1.2980919282140402,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,1.321,1.2972828110800851,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,1.48,1.2682655446914217,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,1.484,1.2676068578674609,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,2.33,1.1755836621836269,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,49,2.334,1.1752966054679457,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,0.38,1.772325635316226,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,0.51,1.6405969306290618,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,0.698,1.5130763681023147,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,0.706,1.5087497832361305,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,0.93,1.4112722405408615,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,0.934,1.4098651543149363,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,1.317,1.3083948297314967,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,1.321,1.3075964860024376,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,1.48,1.2788654562541801,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,1.484,1.2782109607572367,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,2.33,1.185636228177956,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,53,2.334,1.1853435185006715,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,0.38,0.6055737639180793,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,0.51,0.796493123974501,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,0.698,1.0587824752017816,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,0.706,1.0694843430969638,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,0.93,1.3503290155719545,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,0.934,1.3549877430232862,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,1.317,1.7381906793195196,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,1.321,1.7415387302984078,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,1.48,1.8642790540299048,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,1.484,1.8671142818584199,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,2.33,2.2493726252689203,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,55,2.334,2.250392555897042,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,0.38,1.965253256594056,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,0.51,1.7901033744604322,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,0.698,1.625129683111437,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,0.706,1.61960826786282,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,0.93,1.4964798258665164,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,0.934,1.4947199111834406,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,1.317,1.3690565401495143,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,1.321,1.3680774554871913,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,1.48,1.332934343649123,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,1.484,1.332135912093524,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,2.33,1.2201179035099847,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,59,2.334,1.2197665333918823,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,0.38,3.153012887828935,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,0.51,2.7481444050944344,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,0.698,2.371331890672508,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,0.706,2.358807004631165,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,0.93,2.0811236858309767,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,0.934,2.077178385129497,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,1.317,1.7973560213189084,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,1.321,1.7951910466852274,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,1.48,1.717649630590057,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,1.484,1.7158915563880186,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,2.33,1.470989634470379,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,68,2.334,1.4702270835773035,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,69,0.38,1.6655752687922436,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,69,0.51,1.5540409791713734,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,69,0.698,1.4450105128781887,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,69,0.706,1.4412939072076216,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,69,0.93,1.3572780911576674,source_native_reproduction_family_exports_no_measurement_validation
