RouteID,BootstrapIndex,z,D,D_prime,D_double_prime,FinitePrediction,ClaimBoundary
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,2.334,5848.026727876546,2203.624642797648,4.764101990473458e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,0.38,1513.5446648385216,2227.3327564887472,5.955127488091822e-06,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,0.51,1803.0979231820772,2227.332756488798,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,0.698,2221.8364814019883,2227.332756488798,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,0.706,2239.6551434538997,2227.332756488798,-2.382050995236729e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,0.93,2738.577680907411,2227.3327564876345,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,0.934,2747.4870119333664,2227.3327564876345,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,1.317,3600.55545766861,2227.332756488798,2.382050995236729e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,1.321,3609.464788694566,2227.332756488798,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,1.48,3963.610696976299,2227.332756488798,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,1.484,3972.5200280022545,2227.332756489962,1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,2.33,5856.843539991854,2227.332756488798,2.382050995236729e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,8,2.334,5865.75287101781,2227.3327564911256,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,0.38,1465.216250514435,2574.3952751299803,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,0.51,1799.8876362813944,2574.39527513013,-5.955127488091822e-06,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,0.698,2283.8739480059203,2574.3952751307115,1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,0.706,2304.469110206964,2574.3952751295483,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,0.93,2881.133651836187,2574.3952751307115,1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,0.934,2891.4312329367085,2574.3952751307115,1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,1.317,3877.424623311674,2574.3952751295483,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,1.321,3887.722204412196,2574.3952751307115,1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,1.48,4297.051053157939,2574.3952751295483,-2.382050995236729e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,9,1.484,4307.348634258461,2574.395275131875,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
